Sensor Name: ttx_104
Initial Resistance: 90 ohms
Start Time: 2024-11-01 23:52:48
Time (s), Voltage (V)
-1730482187.63, 2.83
-1730482187.52, 2.82
-1730482187.42, 2.83
-1730482187.32, 2.82
-1730482187.22, 2.83
-1730482187.12, 2.84
-1730482187.02, 2.83
-1730482186.92, 2.85
-1730482186.82, 2.85
-1730482186.72, 2.84
-1730482186.62, 2.85
-1730482186.52, 2.85
-1730482186.41, 2.83
-1730482186.31, 2.83
-1730482186.21, 2.83
-1730482186.10, 2.83
-1730482186.00, 2.83
-1730482185.91, 2.82
-1730482185.81, 2.83
-1730482185.70, 2.82
-1730482185.60, 2.83
-1730482185.50, 2.83
-1730482185.40, 2.84
-1730482185.30, 2.84
-1730482185.19, 2.85
-1730482185.09, 2.85
-1730482184.99, 2.84
-1730482184.89, 2.84
-1730482184.79, 2.83
-1730482184.68, 2.83
-1730482184.59, 2.83
-1730482184.49, 2.82
-1730482184.39, 2.82
-1730482184.28, 2.83
-1730482184.18, 2.82
-1730482184.08, 2.83
-1730482183.98, 2.84
-1730482183.88, 2.83
-1730482183.78, 2.84
-1730482183.67, 2.85
-1730482183.57, 2.84
-1730482183.47, 2.84
-1730482183.37, 2.85
-1730482183.27, 2.84
-1730482183.17, 2.83
-1730482183.07, 2.83
-1730482182.97, 2.81
-1730482182.86, 2.83
-1730482182.76, 2.82
-1730482182.67, 2.83
-1730482182.56, 2.82
-1730482182.46, 2.83
-1730482182.36, 2.83
-1730482182.25, 2.84
-1730482182.16, 2.85
-1730482182.05, 2.86
-1730482181.95, 2.86
-1730482181.85, 2.85
-1730482181.75, 2.85
-1730482181.65, 2.86
-1730482181.55, 2.94
-1730482181.44, 2.96
-1730482181.35, 3.01
-1730482181.24, 3.01
-1730482181.14, 3.02
-1730482181.04, 3.01
-1730482180.94, 3.01
-1730482180.83, 3.03
-1730482180.73, 3.02
-1730482180.63, 3.02
-1730482180.53, 3.04
-1730482180.43, 3.04
-1730482180.32, 3.03
-1730482180.23, 3.04
-1730482180.13, 3.02
-1730482180.03, 3.01
-1730482179.92, 3.01
-1730482179.83, 2.99
-1730482179.72, 3.00
-1730482179.62, 3.00
-1730482179.52, 3.00
-1730482179.42, 3.00
-1730482179.32, 3.00
-1730482179.19, 3.01
-1730482179.12, 3.02
-1730482179.02, 3.02
-1730482178.91, 3.03
-1730482178.81, 3.03
-1730482178.71, 3.02
-1730482178.61, 3.02
-1730482178.50, 3.01
-1730482178.41, 3.01
-1730482178.30, 3.00
-1730482178.21, 3.01
-1730482178.10, 3.00
-1730482178.00, 3.00
-1730482177.90, 3.01
-1730482177.80, 3.00
-1730482177.70, 3.01
-1730482177.59, 3.02
-1730482177.50, 3.02
-1730482177.40, 3.02
-1730482177.29, 3.03
-1730482177.18, 3.02
-1730482177.09, 3.02
-1730482176.99, 3.02
-1730482176.88, 3.00
-1730482176.78, 3.01
-1730482176.68, 3.00
-1730482176.58, 2.99
-1730482176.48, 3.00
-1730482176.38, 2.99
-1730482176.28, 3.00
-1730482176.18, 3.00
-1730482176.08, 3.01
-1730482175.97, 3.01
-1730482175.87, 3.02
-1730482175.77, 3.02
-1730482175.67, 3.02
-1730482175.57, 3.02
-1730482175.47, 3.01
-1730482175.37, 3.01
-1730482175.26, 3.00
-1730482175.16, 3.00
-1730482175.06, 2.99
-1730482174.96, 2.99
-1730482174.86, 3.00
-1730482174.76, 2.99
-1730482174.66, 3.01
-1730482174.55, 3.00
-1730482174.45, 3.00
-1730482174.35, 3.02
-1730482174.25, 3.01
-1730482174.15, 3.01
-1730482174.05, 3.02
-1730482173.95, 3.02
-1730482173.84, 3.00
-1730482173.75, 3.01
-1730482173.64, 2.99
-1730482173.55, 2.99
-1730482173.44, 2.99
-1730482173.34, 2.98
-1730482173.24, 2.99
-1730482173.13, 2.99
-1730482173.04, 3.00
-1730482172.94, 2.99
-1730482172.84, 3.00
-1730482172.73, 3.01
-1730482172.63, 3.01
-1730482172.53, 3.01
-1730482172.43, 3.01
-1730482172.32, 3.01
-1730482172.22, 3.00
-1730482172.12, 2.99
-1730482172.02, 2.99
-1730482171.92, 2.99
-1730482171.82, 2.98
-1730482171.72, 2.99
-1730482171.62, 2.98
-1730482171.52, 3.00
-1730482171.42, 2.99
-1730482171.31, 2.99
-1730482171.21, 3.01
-1730482171.11, 3.00
-1730482171.01, 3.01
-1730482170.91, 3.01
-1730482170.81, 3.01
-1730482170.71, 2.99
-1730482170.61, 3.00
-1730482170.50, 2.99
-1730482170.40, 2.99
-1730482170.30, 2.99
-1730482170.20, 2.98
-1730482170.09, 2.99
-1730482169.99, 2.98
-1730482169.89, 3.00
-1730482169.79, 2.99
-1730482169.69, 3.00
-1730482169.59, 3.00
-1730482169.49, 3.01
-1730482169.39, 3.01
-1730482169.29, 3.01
-1730482169.18, 3.00
-1730482169.09, 3.00
-1730482168.98, 2.99
-1730482168.88, 2.99
-1730482168.77, 2.98
-1730482168.67, 2.99
-1730482168.58, 2.98
-1730482168.47, 2.98
-1730482168.38, 2.99
-1730482168.28, 2.99
-1730482168.17, 3.00
-1730482168.07, 3.01
-1730482167.97, 3.00
-1730482167.87, 3.01
-1730482167.76, 3.01
-1730482167.66, 3.00
-1730482167.56, 2.99
-1730482167.46, 3.00
-1730482167.36, 2.98
-1730482167.26, 2.99
-1730482167.16, 2.98
-1730482167.06, 2.98
-1730482166.95, 2.98
-1730482166.85, 2.98
-1730482166.75, 2.99
-1730482166.65, 2.99
-1730482166.55, 2.99
-1730482166.44, 3.00
-1730482166.34, 3.01
-1730482166.25, 3.00
-1730482166.15, 3.00
-1730482166.04, 3.00
-1730482165.94, 2.99
-1730482165.84, 2.98
-1730482165.74, 2.98
-1730482165.64, 2.98
-1730482165.53, 2.98
-1730482165.43, 2.98
-1730482165.33, 2.99
-1730482165.23, 2.99
-1730482165.13, 2.98
-1730482165.03, 3.00
-1730482164.93, 3.00
-1730482164.83, 3.00
-1730482164.73, 3.00
-1730482164.63, 3.01
-1730482164.52, 2.99
-1730482164.41, 2.99
-1730482164.32, 2.99
-1730482164.22, 2.97
-1730482164.12, 2.98
-1730482164.01, 2.97
-1730482163.91, 2.98
-1730482163.81, 2.97
-1730482163.71, 2.98
-1730482163.61, 2.98
-1730482163.51, 3.00
-1730482163.40, 2.99
-1730482163.31, 3.00
-1730482163.20, 3.00
-1730482163.10, 3.01
-1730482163.00, 3.00
-1730482162.90, 2.99
-1730482162.80, 2.99
-1730482162.69, 2.98
-1730482162.60, 2.97
-1730482162.49, 2.98
-1730482162.39, 2.97
-1730482162.29, 2.98
-1730482162.19, 2.98
-1730482162.09, 2.98
-1730482161.98, 2.99
-1730482161.89, 2.99
-1730482161.78, 2.99
-1730482161.69, 3.01
-1730482161.58, 2.99
-1730482161.48, 2.99
-1730482161.38, 3.00
-1730482161.28, 2.99
-1730482161.17, 2.97
-1730482161.07, 2.98
-1730482160.97, 2.98
-1730482160.88, 2.97
-1730482160.77, 2.98
-1730482160.67, 2.97
-1730482160.57, 2.98
-1730482160.47, 2.98
-1730482160.37, 2.99
-1730482160.27, 2.99
-1730482160.16, 3.00
-1730482160.07, 2.99
-1730482159.96, 3.00
-1730482159.86, 2.99
-1730482159.76, 2.98
-1730482159.66, 2.98
-1730482159.56, 2.97
-1730482159.45, 2.97
-1730482159.35, 2.97
-1730482159.25, 2.97
-1730482159.15, 2.98
-1730482159.05, 2.97
-1730482158.95, 2.98
-1730482158.85, 2.98
-1730482158.75, 2.98
-1730482158.64, 3.00
-1730482158.54, 3.00
-1730482158.44, 2.98
-1730482158.34, 2.99
-1730482158.23, 2.98
-1730482158.13, 2.97
-1730482158.04, 2.98
-1730482157.93, 2.97
-1730482157.83, 2.96
-1730482157.73, 2.98
-1730482157.63, 2.96
-1730482157.53, 2.98
-1730482157.43, 2.97
-1730482157.32, 2.98
-1730482157.23, 2.98
-1730482157.12, 3.00
-1730482157.02, 2.99
-1730482156.92, 3.00
-1730482156.82, 2.99
-1730482156.72, 2.98
-1730482156.62, 2.97
-1730482156.51, 2.97
-1730482156.41, 2.97
-1730482156.31, 2.97
-1730482156.21, 2.96
-1730482156.11, 2.97
-1730482156.00, 2.97
-1730482155.90, 2.97
-1730482155.81, 2.98
-1730482155.71, 2.97
-1730482155.60, 2.99
-1730482155.50, 2.99
-1730482155.40, 2.98
-1730482155.30, 2.99
-1730482155.20, 2.98
-1730482155.10, 2.97
-1730482155.00, 2.97
-1730482154.90, 2.97
-1730482154.79, 2.96
-1730482154.69, 2.97
-1730482154.59, 2.97
-1730482154.49, 2.96
-1730482154.39, 2.97
-1730482154.28, 2.96
-1730482154.18, 2.98
-1730482154.08, 2.98
-1730482153.98, 2.99
-1730482153.88, 2.99
-1730482153.78, 2.98
-1730482153.67, 2.98
-1730482153.57, 2.97
-1730482153.48, 2.96
-1730482153.37, 2.96
-1730482153.27, 2.96
-1730482153.17, 2.96
-1730482153.07, 2.96
-1730482152.97, 2.96
-1730482152.87, 2.96
-1730482152.76, 2.97
-1730482152.66, 2.98
-1730482152.56, 2.98
-1730482152.46, 2.99
-1730482152.36, 2.99
-1730482152.26, 2.98
-1730482152.16, 2.98
-1730482152.06, 2.97
-1730482151.95, 2.96
-1730482151.86, 2.96
-1730482151.75, 2.96
-1730482151.65, 2.96
-1730482151.55, 2.96
-1730482151.45, 2.96
-1730482151.34, 2.96
-1730482151.24, 2.97
-1730482151.15, 2.96
-1730482151.04, 2.98
-1730482150.94, 2.97
-1730482150.84, 2.99
-1730482150.74, 2.98
-1730482150.64, 2.98
-1730482150.54, 2.97
-1730482150.44, 2.97
-1730482150.33, 2.96
-1730482150.23, 2.96
-1730482150.13, 2.96
-1730482150.02, 2.96
-1730482149.93, 2.96
-1730482149.82, 2.96
-1730482149.72, 2.96
-1730482149.62, 2.98
-1730482149.52, 2.97
-1730482149.42, 2.98
-1730482149.32, 2.98
-1730482149.22, 2.98
-1730482149.11, 2.98
-1730482149.01, 2.97
-1730482148.92, 2.96
-1730482148.81, 2.96
-1730482148.71, 2.96
-1730482148.61, 2.95
-1730482148.51, 2.96
-1730482148.41, 2.96
-1730482148.31, 2.95
-1730482148.21, 2.97
-1730482148.10, 2.96
-1730482148.00, 2.98
-1730482147.90, 2.97
-1730482147.79, 2.98
-1730482147.70, 2.97
-1730482147.60, 2.98
-1730482147.49, 2.97
-1730482147.40, 2.96
-1730482147.29, 2.96
-1730482147.19, 2.96
-1730482147.09, 2.96
-1730482146.99, 2.95
-1730482146.88, 2.96
-1730482146.79, 2.96
-1730482146.68, 2.96
-1730482146.58, 2.97
-1730482146.48, 2.97
-1730482146.38, 2.99
-1730482146.28, 2.98
-1730482146.18, 2.97
-1730482146.08, 2.99
-1730482145.97, 2.97
-1730482145.87, 2.96
-1730482145.77, 2.96
-1730482145.67, 2.95
-1730482145.57, 2.95
-1730482145.47, 2.96
-1730482145.37, 2.95
-1730482145.27, 2.95
-1730482145.16, 2.97
-1730482145.06, 2.96
-1730482144.96, 2.98
