Time (s), Sensor Value (ADC)
194.28, 4095
194.39, 4095
194.48, 4095
194.59, 4095
194.69, 4095
194.79, 4095
194.88, 4095
194.98, 4095
195.10, 4095
195.19, 4095
195.28, 4095
195.39, 4095
195.48, 4095
195.58, 4095
195.68, 4095
195.78, 4095
195.90, 0
195.98, 0
196.08, 0
196.18, 0
196.28, 0
196.38, 0
196.48, 0
196.58, 0
196.70, 0
196.78, 0
196.88, 0
196.98, 0
197.08, 0
197.18, 0
197.28, 0
197.38, 0
197.48, 0
197.58, 0
197.68, 0
197.78, 0
197.88, 0
197.98, 0
198.10, 0
198.18, 0
198.30, 0
198.38, 0
198.50, 0
198.60, 0
198.70, 0
198.80, 0
198.88, 0
198.98, 0
199.08, 0
199.18, 0
199.28, 4095
199.40, 4095
199.50, 4095
199.58, 4095
199.68, 0
199.78, 0
199.88, 0
199.99, 0
200.08, 3889
200.18, 4095
200.30, 4095
200.38, 4095
200.48, 4095
200.58, 4095
200.68, 4095
200.78, 0
200.88, 4095
201.01, 389
201.08, 4095
201.18, 0
201.29, 0
201.38, 0
201.50, 0
201.60, 0
201.68, 3071
201.79, 784
201.89, 4095
201.98, 2754
202.09, 4095
202.18, 128
202.28, 4095
202.40, 4095
202.49, 4095
202.58, 4095
202.68, 4095
202.81, 4095
202.88, 4095
203.01, 4095
203.08, 4095
203.21, 4095
203.31, 0
203.39, 0
203.49, 0
203.59, 0
203.71, 0
203.81, 0
203.88, 0
203.99, 0
204.09, 0
204.19, 0
204.29, 0
204.39, 0
204.49, 2543
204.59, 4095
204.69, 4095
204.81, 4095
204.91, 4095
205.01, 4095
205.11, 4095
205.19, 4095
205.31, 4095
205.41, 4095
205.51, 0
205.59, 0
205.71, 0
205.81, 0
205.89, 0
205.99, 0
206.09, 0
206.19, 0
206.29, 0
206.41, 0
206.49, 0
206.59, 0
206.71, 4095
206.81, 4095
206.91, 4095
207.01, 4095
207.11, 0
207.21, 0
207.29, 0
207.41, 0
207.49, 0
207.59, 0
207.69, 0
207.79, 0
207.89, 0
208.01, 0
208.09, 0
208.21, 4095
208.29, 4095
208.39, 1967
208.49, 4095
208.59, 0
208.69, 0
208.79, 0
208.90, 0
208.99, 0
209.10, 0
209.19, 0
209.29, 0
209.39, 0
209.49, 0
209.60, 0
209.69, 0
209.80, 0
209.90, 0
210.00, 0
210.09, 4095
210.20, 4095
210.30, 4095
210.39, 4095
210.49, 4095
210.59, 0
210.70, 0
210.80, 0
210.89, 0
210.99, 0
211.09, 0
211.19, 0
211.29, 0
211.39, 0
211.48, 0
211.59, 0
211.69, 0
211.79, 4095
211.89, 4095
211.99, 4095
212.09, 4095
212.20, 4095
212.29, 0
212.39, 0
212.48, 0
212.59, 0
212.68, 0
212.78, 0
212.88, 0
212.98, 0
213.08, 0
213.20, 0
213.30, 0
213.40, 0
213.50, 0
213.60, 0
213.69, 0
213.80, 0
213.90, 0
214.00, 0
214.10, 0
214.18, 0
214.30, 0
214.38, 0
214.50, 0
214.59, 0
214.68, 0
214.78, 0
214.88, 0
214.98, 0
215.08, 0
215.20, 0
215.30, 0
215.38, 0
215.48, 0
215.58, 0
215.68, 0
215.78, 0
215.88, 0
215.98, 0
216.08, 0
216.18, 0
216.28, 0
216.40, 0
216.50, 0
216.60, 0
216.70, 0
216.78, 0
216.88, 0
216.98, 0
217.08, 0
217.18, 0
217.30, 0
217.40, 0
217.50, 0
217.60, 0
217.68, 0
217.78, 0
217.90, 0
218.00, 0
218.10, 0
218.20, 0
218.28, 0
218.40, 0
218.48, 0
218.58, 0
218.70, 0
218.79, 0
218.90, 0
218.98, 0
219.08, 0
219.18, 0
219.28, 0
219.38, 0
219.48, 0
219.61, 0
219.69, 4095
219.80, 4095
219.89, 4095
219.99, 4095
220.09, 4095
220.19, 0
220.28, 0
220.38, 0
220.49, 0
220.59, 0
220.69, 0
220.79, 0
220.88, 0
220.98, 0
221.11, 0
221.19, 0
221.29, 0
221.39, 0
221.49, 0
221.59, 0
221.68, 0
221.81, 4095
221.89, 4095
221.98, 4095
222.11, 4095
222.18, 4095
222.31, 4095
222.39, 4095
222.51, 4095
222.58, 4095
222.69, 4095
222.79, 4095
222.89, 4095
222.99, 4095
223.09, 4095
223.19, 4095
223.29, 4095
223.39, 4095
223.49, 4095
223.59, 4095
223.69, 4095
223.79, 4095
223.89, 4095
223.99, 4095
224.09, 4095
224.19, 4095
224.29, 4095
224.39, 4095
224.49, 4095
224.59, 4095
224.69, 4095
224.79, 4095
224.89, 4095
224.99, 4095
225.09, 4095
225.19, 4095
225.29, 4095
225.39, 4095
225.49, 4095
225.59, 4095
225.69, 4095
225.79, 4095
225.89, 4095
225.99, 4095
226.09, 4095
226.19, 4095
226.29, 4095
226.39, 4095
226.49, 4095
226.59, 4095
226.69, 3030
226.79, 4095
226.89, 4095
226.99, 4095
227.09, 4095
227.19, 4095
227.29, 4095
227.39, 4095
227.49, 4095
227.58, 4095
227.69, 4095
227.79, 4095
227.90, 220
228.00, 4095
228.10, 4095
228.20, 4095
228.29, 4095
228.39, 4095
228.49, 4095
228.59, 4095
228.69, 4095
228.79, 4095
228.90, 4095
228.99, 4095
229.09, 4095
229.19, 4095
229.29, 4095
229.40, 4095
229.49, 4095
229.58, 4095
229.69, 4095
229.79, 4095
229.89, 4095
229.99, 4095
230.08, 4095
230.18, 4095
230.28, 4095
230.39, 4095
230.48, 4095
230.59, 4095
230.68, 4095
230.78, 4095
230.88, 4095
230.98, 4095
231.09, 4095
231.18, 4095
231.30, 4095
231.40, 4095
231.48, 4095
231.58, 4095
231.68, 4095
231.78, 4095
231.88, 4095
231.98, 0
232.08, 4095
232.18, 4095
232.28, 4095
232.38, 4095
232.50, 4095
232.58, 4095
232.68, 4095
232.78, 4095
232.88, 4095
232.98, 4095
233.10, 4095
233.20, 4095
233.28, 4095
233.38, 4095
233.48, 4095
233.58, 4095
233.68, 4095
233.78, 4095
233.88, 2983
233.98, 4095
234.08, 4095
234.18, 4095
234.28, 4095
234.38, 4095
234.48, 4095
234.58, 4095
234.68, 4095
234.78, 4095
234.88, 4095
234.98, 4095
235.10, 4095
235.20, 4095
235.28, 4095
235.40, 4095
235.48, 4095
235.58, 4095
235.68, 4095
235.78, 4095
235.88, 4095
235.98, 4095
236.10, 4095
236.18, 4095
236.28, 4095
236.38, 4095
236.48, 4095
236.58, 1137
236.68, 4095
236.79, 4095
236.88, 4095
236.99, 4095
237.08, 4095
237.18, 4095
237.30, 4095
237.38, 4095
237.50, 4095
237.58, 4095
237.68, 4095
237.78, 4095
237.91, 4095
237.98, 4095
238.09, 4095
238.19, 4095
238.28, 4095
238.39, 4095
238.49, 4095
238.59, 4095
238.69, 4095
238.78, 4095
238.89, 4095
238.98, 4095
239.08, 4095
239.19, 4095
239.28, 4095
239.39, 4095
239.49, 4095
239.59, 4095
239.68, 4095
239.79, 4095
239.88, 4095
239.99, 4095
240.09, 4095
240.19, 4095
240.29, 4095
240.39, 4095
240.49, 4095
240.59, 4095
240.71, 4095
240.78, 4095
240.89, 4095
240.99, 4095
241.09, 4095
241.19, 4095
241.29, 4095
241.41, 1475
241.49, 4095
241.61, 4095
241.69, 4095
241.79, 4095
241.89, 4095
241.99, 4095
242.09, 4095
242.19, 4095
242.29, 4095
242.39, 4095
242.49, 4095
242.59, 4095
242.69, 4095
242.79, 4095
242.89, 4095
242.99, 4095
243.09, 4095
243.19, 4095
243.29, 4095
243.39, 4095
243.49, 4095
243.59, 4095
243.69, 4095
243.79, 4095
243.89, 4095
243.99, 4095
244.10, 4095
244.19, 4095
244.29, 4095
244.39, 4095
244.51, 4095
244.59, 4095
244.69, 4095
244.79, 4095
244.89, 4095
244.99, 0
245.09, 4095
245.19, 4095
245.29, 4095
245.39, 4095
245.49, 4095
245.59, 4095
245.69, 4095
245.79, 4095
245.89, 4095
245.99, 4095
246.10, 4095
246.19, 4095
246.29, 4095
246.39, 4095
246.49, 4095
246.59, 4095
246.69, 4095
246.79, 4095
246.89, 4095
246.99, 4095
247.09, 4095
247.36, 4095
