Sensor Name: ttx1
Initial Resistance: 87 ohms
Start Time: 2024-11-04 23:11:47
Time (s), Voltage (V)
1.48, 0.1613
1.58, 0.1613
1.68, 0.1564
1.78, 0.1564
1.89, 0.1515
1.99, 0.1515
2.08, 0.1466
2.19, 0.1466
2.31, 0.1466
2.44, 0.1466
2.50, 0.1515
2.59, 0.1515
2.69, 0.1515
2.80, 0.1564
2.90, 0.1613
3.00, 0.1662
3.11, 0.1613
3.20, 0.1613
3.30, 0.1564
3.40, 0.1515
3.50, 0.1515
3.61, 0.1515
3.71, 0.1466
3.80, 0.1466
3.91, 0.1466
4.01, 0.1466
4.11, 0.1515
4.22, 0.1564
4.31, 0.1613
4.42, 0.1613
4.51, 0.1613
4.62, 0.1613
4.72, 0.1564
4.82, 0.1564
4.92, 0.1515
5.02, 0.1515
5.13, 0.1466
5.22, 0.1466
5.32, 0.1466
5.43, 0.1466
5.53, 0.1515
5.63, 0.1515
5.73, 0.1564
5.83, 0.1564
5.93, 0.1613
6.03, 0.1613
6.14, 0.1613
6.24, 0.1564
6.34, 0.1564
6.44, 0.1515
6.54, 0.1466
6.64, 0.1466
6.74, 0.1466
6.85, 0.1466
6.95, 0.1466
7.05, 0.1515
7.15, 0.1515
7.25, 0.1515
7.35, 0.1613
7.45, 0.1613
7.56, 0.1613
7.66, 0.1662
7.76, 0.1564
7.86, 0.1515
7.96, 0.1515
8.06, 0.1466
8.16, 0.1466
8.26, 0.1466
8.36, 0.1515
8.47, 0.1466
8.57, 0.1466
8.67, 0.1515
8.77, 0.1564
8.87, 0.1564
8.97, 0.1613
9.07, 0.1613
9.17, 0.1613
9.27, 0.1564
9.38, 0.1515
9.48, 0.1466
9.58, 0.1515
9.69, 0.1466
9.78, 0.1466
9.88, 0.1466
9.98, 0.1466
10.09, 0.1515
10.19, 0.1564
10.29, 0.1564
10.39, 0.1564
10.49, 0.1613
10.59, 0.1613
10.69, 0.1564
10.79, 0.1564
10.89, 0.1515
11.00, 0.1515
11.10, 0.1466
11.20, 0.1466
11.30, 0.1466
11.40, 0.1417
11.51, 0.1466
11.60, 0.1515
11.71, 0.1564
11.81, 0.1564
11.91, 0.1613
12.01, 0.1613
12.11, 0.1613
12.21, 0.1564
12.31, 0.1515
12.42, 0.1515
12.51, 0.1515
12.62, 0.1466
12.72, 0.1466
12.82, 0.1466
12.93, 0.1466
13.03, 0.1515
13.13, 0.1564
13.23, 0.1515
13.32, 0.1564
13.43, 0.1613
13.53, 0.1613
13.63, 0.1613
13.73, 0.1564
13.83, 0.1564
13.94, 0.1564
14.03, 0.1808
14.14, 0.2248
14.24, 0.2639
14.34, 0.2933
14.44, 0.3128
14.54, 0.3324
14.64, 0.3470
14.75, 0.3519
14.85, 0.3666
14.95, 0.3763
15.05, 0.3812
15.15, 0.3812
15.25, 0.3812
15.35, 0.3861
15.45, 0.3812
15.55, 0.3763
15.66, 0.3763
15.76, 0.3763
15.86, 0.3763
15.96, 0.3763
16.06, 0.3763
16.16, 0.3861
16.26, 0.3861
16.37, 0.3959
16.46, 0.4008
16.57, 0.4008
16.67, 0.4008
16.77, 0.3959
16.87, 0.3959
16.98, 0.3910
17.08, 0.3861
17.18, 0.3861
17.28, 0.3861
17.38, 0.3861
17.48, 0.3910
17.58, 0.3959
17.69, 0.4008
17.79, 0.4008
17.89, 0.4057
17.98, 0.4106
18.09, 0.4106
18.19, 0.4106
18.29, 0.4106
18.39, 0.4057
18.50, 0.4008
18.59, 0.3959
18.69, 0.3959
18.79, 0.3910
18.90, 0.3910
19.00, 0.3910
19.10, 0.3910
19.20, 0.3910
19.30, 0.3959
19.40, 0.4008
19.50, 0.4057
19.61, 0.4057
19.71, 0.4057
19.81, 0.4008
19.91, 0.3959
20.01, 0.3959
20.11, 0.3910
20.22, 0.3910
20.32, 0.3861
20.42, 0.3861
20.52, 0.3910
20.62, 0.3910
20.72, 0.3959
20.83, 0.4008
20.92, 0.4008
21.03, 0.4106
21.12, 0.4106
21.23, 0.4106
21.33, 0.4057
21.43, 0.4008
21.53, 0.3959
21.63, 0.3910
21.74, 0.3910
21.84, 0.3910
21.94, 0.3910
22.04, 0.3910
22.14, 0.3910
22.24, 0.3959
22.34, 0.4008
22.44, 0.4057
22.54, 0.4106
22.65, 0.4106
22.75, 0.4057
22.85, 0.4057
22.95, 0.4008
23.05, 0.3959
23.16, 0.3959
23.25, 0.3910
23.36, 0.3910
23.45, 0.3959
23.55, 0.3910
23.66, 0.3959
23.76, 0.3959
23.86, 0.4008
23.96, 0.4106
24.06, 0.4106
24.17, 0.4106
24.27, 0.4106
24.37, 0.4057
24.47, 0.4008
24.57, 0.4008
24.67, 0.3959
24.77, 0.3910
24.87, 0.3910
24.97, 0.3959
25.08, 0.3910
25.18, 0.3959
25.28, 0.4008
25.38, 0.4057
25.48, 0.4057
25.58, 0.4106
25.68, 0.4106
25.79, 0.4106
25.89, 0.4106
25.99, 0.4057
26.09, 0.4008
26.19, 0.3959
26.29, 0.3910
26.39, 0.3910
26.50, 0.3959
26.60, 0.3959
26.70, 0.3959
26.80, 0.3959
26.90, 0.4008
27.00, 0.4057
27.10, 0.4106
27.20, 0.4106
27.30, 0.4106
27.41, 0.4106
27.51, 0.4057
27.61, 0.4008
27.71, 0.3959
27.81, 0.3959
27.91, 0.3910
28.01, 0.3959
28.12, 0.3959
28.22, 0.3959
28.31, 0.4008
28.42, 0.4008
28.52, 0.4057
28.62, 0.4154
28.72, 0.4154
28.82, 0.4154
28.92, 0.4106
29.02, 0.4106
29.13, 0.4008
29.23, 0.4008
29.33, 0.3959
29.43, 0.4008
29.53, 0.4008
29.64, 0.3959
29.74, 0.3959
29.83, 0.3959
29.96, 0.4057
30.04, 0.4106
30.14, 0.4154
30.24, 0.4154
30.34, 0.4154
30.45, 0.4106
30.55, 0.4057
30.65, 0.4008
30.75, 0.4008
30.85, 0.3959
30.95, 0.3959
31.05, 0.3959
31.16, 0.3959
31.25, 0.3959
31.35, 0.4008
31.46, 0.4057
31.56, 0.4106
31.66, 0.4106
31.76, 0.4154
31.86, 0.4154
31.96, 0.4106
32.07, 0.4106
32.17, 0.4057
32.27, 0.4008
32.37, 0.4008
32.47, 0.4008
32.57, 0.3959
32.67, 0.3959
32.77, 0.4008
32.87, 0.4057
32.98, 0.4106
33.08, 0.4106
33.18, 0.4154
33.28, 0.4203
33.38, 0.4154
33.48, 0.4106
33.59, 0.4106
