Sensor Name: ttx_104
Initial Resistance: 90 ohms
Start Time: 2024-11-02 00:55:26
Time (s), Voltage (V)
-1730482187.59, 0.73
-1730482187.45, 0.74
-1730482187.31, 0.74
-1730482187.19, 0.75
-1730482187.07, 0.75
-1730482186.94, 0.74
-1730482186.83, 0.75
-1730482186.71, 0.74
-1730482186.60, 0.73
-1730482186.48, 0.73
-1730482186.36, 0.72
-1730482186.25, 0.73
-1730482186.13, 0.73
-1730482186.01, 0.73
-1730482185.90, 0.73
-1730482185.78, 0.74
-1730482185.66, 0.74
-1730482185.55, 0.74
-1730482185.43, 0.74
-1730482185.31, 0.74
-1730482185.20, 0.74
-1730482185.08, 0.74
-1730482184.96, 0.73
-1730482184.85, 0.73
-1730482184.73, 0.73
-1730482184.62, 0.73
-1730482184.50, 0.73
-1730482184.38, 0.73
-1730482184.26, 0.73
-1730482184.15, 0.74
-1730482184.03, 0.74
-1730482183.92, 0.74
-1730482183.80, 0.74
-1730482183.69, 0.75
-1730482183.56, 0.74
-1730482183.45, 0.74
-1730482183.33, 0.73
-1730482183.22, 0.73
-1730482183.10, 0.72
-1730482182.98, 0.73
-1730482182.87, 0.72
-1730482182.75, 0.73
-1730482182.63, 0.72
-1730482182.52, 0.73
-1730482182.40, 0.73
-1730482182.28, 0.73
-1730482182.17, 0.74
-1730482182.05, 0.74
-1730482181.93, 0.74
-1730482181.82, 0.74
-1730482181.70, 0.73
-1730482181.58, 0.73
-1730482181.47, 0.72
-1730482181.35, 0.73
-1730482181.23, 0.72
-1730482181.12, 0.72
-1730482181.00, 0.73
-1730482180.88, 0.73
-1730482180.77, 0.73
-1730482180.65, 0.74
-1730482180.53, 0.74
-1730482180.42, 0.74
-1730482180.30, 0.74
-1730482180.18, 0.73
-1730482180.07, 0.73
-1730482179.95, 0.73
-1730482179.83, 0.72
-1730482179.72, 0.71
-1730482179.60, 0.72
-1730482179.49, 0.73
-1730482179.37, 0.72
-1730482179.25, 0.73
-1730482179.14, 0.73
-1730482179.02, 0.74
-1730482178.90, 0.74
-1730482178.79, 0.74
-1730482178.67, 0.74
-1730482178.55, 0.73
-1730482178.44, 0.73
-1730482178.32, 0.72
-1730482178.20, 0.72
-1730482178.09, 0.72
-1730482177.97, 0.72
-1730482177.86, 0.73
-1730482177.74, 0.72
-1730482177.62, 0.73
-1730482177.51, 0.73
-1730482177.39, 0.73
-1730482177.27, 0.74
-1730482177.16, 0.74
-1730482177.04, 0.74
-1730482176.92, 0.74
-1730482176.79, 0.73
-1730482176.67, 0.73
-1730482176.55, 0.72
-1730482176.44, 0.72
-1730482176.32, 0.72
-1730482176.20, 0.72
-1730482176.09, 0.72
-1730482175.97, 0.72
-1730482175.86, 0.73
-1730482175.75, 0.73
-1730482175.41, 0.74
