Sensor Name: ttx_224
Initial Resistance: 90 ohms
Start Time: 2024-11-01 23:48:23
Time (s), Voltage (V)
-1730482187.62, 1.88
-1730482187.53, 1.88
-1730482187.43, 1.89
-1730482187.33, 1.88
-1730482187.23, 1.88
-1730482187.12, 1.88
-1730482187.02, 1.87
-1730482186.92, 1.87
-1730482186.82, 1.87
-1730482186.72, 1.87
-1730482186.61, 1.87
-1730482186.52, 1.87
-1730482186.39, 1.87
-1730482186.31, 1.88
-1730482186.20, 1.88
-1730482186.11, 1.88
-1730482186.00, 1.88
-1730482185.90, 1.88
-1730482185.80, 1.88
-1730482185.69, 1.88
-1730482185.60, 1.87
-1730482185.50, 1.87
-1730482185.40, 1.87
-1730482185.30, 1.87
-1730482185.20, 1.87
-1730482185.09, 1.87
-1730482184.99, 1.87
-1730482184.89, 1.87
-1730482184.79, 1.88
-1730482184.69, 1.87
-1730482184.59, 1.87
-1730482184.48, 1.88
-1730482184.38, 1.87
-1730482184.28, 1.87
-1730482184.18, 1.88
-1730482184.08, 1.87
-1730482183.98, 1.86
-1730482183.88, 1.87
-1730482183.78, 1.86
-1730482183.67, 1.86
-1730482183.58, 1.86
-1730482183.48, 1.86
-1730482183.37, 1.86
-1730482183.27, 1.86
-1730482183.17, 1.86
-1730482183.07, 1.86
-1730482182.97, 1.86
-1730482182.86, 1.86
-1730482182.77, 1.86
-1730482182.66, 1.86
-1730482182.55, 1.86
-1730482182.46, 1.86
-1730482182.36, 1.85
-1730482182.26, 1.86
-1730482182.16, 1.85
-1730482182.05, 1.85
-1730482181.95, 1.86
-1730482181.85, 1.85
-1730482181.75, 1.85
-1730482181.65, 1.86
-1730482181.54, 1.86
-1730482181.45, 1.86
-1730482181.34, 1.87
-1730482181.24, 1.85
-1730482181.14, 1.86
-1730482181.04, 1.86
-1730482180.93, 1.85
-1730482180.83, 1.85
-1730482180.73, 1.85
-1730482180.64, 1.84
-1730482180.53, 1.85
-1730482180.43, 1.84
-1730482180.29, 1.85
-1730482180.23, 1.85
-1730482180.13, 1.85
-1730482180.03, 1.85
-1730482179.92, 1.86
-1730482179.83, 1.86
-1730482179.72, 1.86
-1730482179.61, 1.86
-1730482179.52, 1.85
-1730482179.41, 1.85
-1730482179.32, 1.85
-1730482179.21, 1.84
-1730482179.11, 1.84
-1730482179.02, 1.84
-1730482178.91, 1.84
-1730482178.80, 1.85
-1730482178.71, 1.84
-1730482178.60, 1.84
-1730482178.50, 1.85
-1730482178.41, 1.84
-1730482178.30, 1.91
-1730482178.20, 2.03
-1730482178.10, 2.11
-1730482178.00, 2.15
-1730482177.90, 2.17
-1730482177.80, 2.17
-1730482177.70, 2.17
-1730482177.59, 2.18
-1730482177.49, 2.17
-1730482177.39, 2.18
-1730482177.28, 2.18
-1730482177.19, 2.18
-1730482177.08, 2.18
-1730482176.99, 2.18
-1730482176.89, 2.19
-1730482176.78, 2.19
-1730482176.69, 2.19
-1730482176.58, 2.19
-1730482176.48, 2.18
-1730482176.38, 2.18
-1730482176.27, 2.17
-1730482176.18, 2.17
-1730482176.08, 2.17
-1730482175.97, 2.17
-1730482175.87, 2.17
-1730482175.77, 2.17
-1730482175.67, 2.17
-1730482175.57, 2.17
-1730482175.46, 2.17
-1730482175.37, 2.18
-1730482175.27, 2.18
-1730482175.16, 2.17
-1730482175.06, 2.18
-1730482174.96, 2.17
-1730482174.86, 2.17
-1730482174.76, 2.17
-1730482174.65, 2.17
-1730482174.56, 2.16
-1730482174.45, 2.16
-1730482174.35, 2.16
-1730482174.25, 2.15
-1730482174.15, 2.16
-1730482174.05, 2.15
-1730482173.94, 2.16
-1730482173.84, 2.16
-1730482173.75, 2.17
-1730482173.64, 2.16
-1730482173.54, 2.17
-1730482173.44, 2.16
-1730482173.34, 2.16
-1730482173.24, 2.16
-1730482173.14, 2.15
-1730482173.04, 2.15
-1730482172.93, 2.15
-1730482172.83, 2.15
-1730482172.73, 2.15
-1730482172.63, 2.15
-1730482172.52, 2.15
-1730482172.43, 2.15
-1730482172.33, 2.15
-1730482172.23, 2.16
-1730482172.12, 2.16
-1730482172.02, 2.15
-1730482171.92, 2.16
-1730482171.82, 2.15
-1730482171.72, 2.15
-1730482171.61, 2.15
-1730482171.52, 2.15
-1730482171.41, 2.14
-1730482171.31, 2.15
-1730482171.21, 2.14
-1730482171.11, 2.14
-1730482171.01, 2.15
-1730482170.90, 2.14
-1730482170.81, 2.15
-1730482170.70, 2.15
-1730482170.60, 2.16
-1730482170.50, 2.15
-1730482170.40, 2.16
-1730482170.29, 2.15
-1730482170.20, 2.15
-1730482170.09, 2.15
-1730482169.99, 2.14
-1730482169.89, 2.14
-1730482169.78, 2.14
-1730482169.69, 2.14
-1730482169.59, 2.14
-1730482169.49, 2.14
-1730482169.39, 2.14
-1730482169.28, 2.14
-1730482169.19, 2.15
-1730482169.06, 2.15
-1730482168.98, 2.15
-1730482168.88, 2.16
-1730482168.78, 2.15
-1730482168.67, 2.14
-1730482168.57, 2.14
-1730482168.47, 2.14
-1730482168.37, 2.13
-1730482168.27, 2.14
-1730482168.17, 2.14
-1730482168.07, 2.13
-1730482167.96, 2.14
-1730482167.87, 2.14
-1730482167.76, 2.15
-1730482167.66, 2.13
-1730482167.56, 2.15
-1730482167.46, 2.14
-1730482167.36, 2.15
-1730482167.26, 2.15
-1730482167.16, 2.15
-1730482167.05, 2.14
-1730482166.95, 2.14
-1730482166.85, 2.14
-1730482166.75, 2.14
-1730482166.65, 2.14
-1730482166.55, 2.14
-1730482166.44, 2.14
-1730482166.34, 2.14
