Sensor Name: ttx_103
Initial Resistance: 80 ohms
Start Time: 2024-11-01 23:49:44
Time (s), Voltage (V)
-1730482187.62, 2.12
-1730482187.52, 2.10
-1730482187.42, 2.11
-1730482187.32, 2.12
-1730482187.22, 2.13
-1730482187.12, 2.15
-1730482187.02, 2.17
-1730482186.92, 2.19
-1730482186.82, 2.22
-1730482186.71, 2.23
-1730482186.62, 2.24
-1730482186.51, 2.22
-1730482186.41, 2.20
-1730482186.31, 2.16
-1730482186.21, 2.14
-1730482186.11, 2.11
-1730482186.01, 2.10
-1730482185.91, 2.12
-1730482185.80, 2.12
-1730482185.70, 2.14
-1730482185.60, 2.15
-1730482185.49, 2.17
-1730482185.39, 2.19
-1730482185.29, 2.21
-1730482185.20, 2.24
-1730482185.10, 2.24
-1730482184.99, 2.22
-1730482184.89, 2.20
-1730482184.79, 2.16
-1730482184.69, 2.13
-1730482184.56, 2.11
-1730482184.46, 2.10
-1730482184.39, 2.11
-1730482184.29, 2.13
-1730482184.18, 2.14
-1730482184.08, 2.16
-1730482183.98, 2.17
-1730482183.88, 2.19
-1730482183.78, 2.22
-1730482183.68, 2.24
-1730482183.58, 2.23
-1730482183.47, 2.22
-1730482183.37, 2.19
-1730482183.27, 2.15
-1730482183.17, 2.13
-1730482183.07, 2.12
-1730482182.97, 2.10
-1730482182.86, 2.12
-1730482182.76, 2.12
-1730482182.66, 2.14
-1730482182.56, 2.15
-1730482182.46, 2.18
-1730482182.36, 2.19
-1730482182.26, 2.22
-1730482182.16, 2.24
-1730482182.06, 2.25
-1730482181.96, 2.22
-1730482181.85, 2.20
-1730482181.75, 2.16
-1730482181.65, 2.13
-1730482181.55, 2.11
-1730482181.45, 2.10
-1730482181.35, 2.12
-1730482181.24, 2.12
-1730482181.15, 2.15
-1730482181.04, 2.16
-1730482180.94, 2.17
-1730482180.84, 2.20
-1730482180.73, 2.21
-1730482180.63, 2.24
-1730482180.53, 2.24
-1730482180.43, 2.22
-1730482180.33, 2.19
-1730482180.23, 2.17
-1730482180.13, 2.14
-1730482180.03, 2.11
-1730482179.93, 2.11
-1730482179.82, 2.11
-1730482179.72, 2.13
-1730482179.62, 2.14
-1730482179.52, 2.15
-1730482179.41, 2.17
-1730482179.31, 2.19
-1730482179.22, 2.22
-1730482179.12, 2.24
-1730482179.01, 2.25
-1730482178.91, 2.23
-1730482178.81, 2.21
-1730482178.71, 2.17
-1730482178.61, 2.13
-1730482178.50, 2.11
-1730482178.41, 2.09
-1730482178.30, 2.10
-1730482178.20, 2.11
-1730482178.10, 2.12
-1730482178.00, 2.13
-1730482177.90, 2.17
-1730482177.80, 2.19
-1730482177.70, 2.22
-1730482177.60, 2.27
-1730482177.49, 2.27
-1730482177.39, 2.26
-1730482177.29, 2.23
-1730482177.19, 2.17
-1730482177.09, 2.13
-1730482176.99, 2.10
