Time (s), Sensor Value (ADC)
185.01, 4095
185.11, 4095
185.21, 4095
185.31, 4095
185.41, 4095
185.51, 4095
185.61, 4095
185.71, 4095
185.81, 4095
185.91, 4095
186.01, 4095
186.11, 4095
186.21, 4095
186.31, 4095
186.41, 4095
186.51, 4095
186.61, 4095
186.71, 4095
186.81, 4095
186.91, 2032
187.01, 4095
187.11, 4095
187.21, 4095
187.31, 4095
187.41, 4095
187.53, 4095
187.61, 4095
187.71, 4095
187.81, 4095
187.91, 4095
188.01, 4095
188.11, 4095
188.21, 4095
188.31, 4095
188.41, 4095
188.51, 4095
188.61, 4095
188.71, 4095
188.83, 4095
188.91, 4095
189.01, 3841
189.11, 4095
189.21, 4095
189.31, 4095
189.42, 4095
189.51, 4095
189.61, 4095
189.71, 4095
189.81, 4095
189.91, 4095
190.01, 4095
190.11, 4095
190.21, 4095
190.31, 4095
190.42, 4095
190.51, 4095
190.61, 4095
190.72, 4095
190.82, 4095
190.91, 4095
191.02, 4095
191.12, 4095
191.22, 4095
191.31, 4095
191.42, 2950
191.52, 2091
191.62, 1430
191.72, 1023
191.82, 579
191.92, 60
192.02, 192
192.12, 128
192.22, 80
192.32, 0
192.42, 45
192.54, 30
192.61, 25
192.72, 51
192.82, 9
192.92, 3
193.02, 11
193.12, 0
193.24, 0
193.32, 0
193.42, 0
193.52, 0
193.62, 0
193.72, 3
193.82, 0
193.92, 9
194.04, 0
194.12, 0
194.22, 0
194.32, 0
194.42, 0
194.52, 0
194.62, 0
194.74, 5
194.82, 4
194.92, 7
195.02, 10
195.12, 6
195.23, 6
195.32, 15
195.42, 10
195.52, 12
195.62, 6
195.72, 13
195.84, 237
195.92, 479
196.02, 618
196.14, 733
196.22, 832
196.34, 880
196.42, 863
196.52, 847
196.62, 818
196.72, 794
196.82, 753
196.92, 772
197.02, 949
197.12, 1104
197.22, 1222
197.32, 1247
197.42, 1287
197.53, 1281
197.62, 1249
197.72, 1301
197.82, 1346
197.92, 1260
198.02, 1156
198.12, 1097
198.22, 1117
198.32, 1263
198.42, 1826
198.52, 2112
198.62, 1581
198.73, 1037
198.83, 973
198.93, 944
199.02, 785
199.12, 537
199.22, 450
199.32, 617
199.42, 751
199.52, 816
199.62, 820
199.72, 887
199.82, 915
199.93, 911
200.03, 925
200.12, 915
200.21, 905
200.32, 928
200.42, 915
200.52, 919
200.61, 881
200.73, 896
200.82, 916
200.93, 908
201.02, 907
201.13, 925
201.22, 914
201.32, 917
201.41, 912
201.51, 913
201.63, 895
201.71, 915
201.81, 912
201.93, 912
202.21, 909
