Time, Voltage
2024-11-30 12:29:19.750157, 425.0
2024-11-30 12:29:19.859237, 645.0
2024-11-30 12:29:19.969361, 865.0
2024-11-30 12:29:20.082209, 1072.0
2024-11-30 12:29:20.197672, 1286.0
2024-11-30 12:29:20.311316, 1501.0
2024-11-30 12:29:20.416104, 1720.0
2024-11-30 12:29:20.530757, 1944.0
2024-11-30 12:29:20.634737, 2159.0
2024-11-30 12:29:20.750115, 2376.0
2024-11-30 12:29:20.867747, 2594.0
2024-11-30 12:29:20.980300, 2809.0
2024-11-30 12:29:21.089881, 3034.0
2024-11-30 12:29:21.203122, 3251.0
2024-11-30 12:29:21.319152, 3255.0
2024-11-30 12:29:21.427636, 3262.0
2024-11-30 12:29:21.537296, 3252.0
2024-11-30 12:29:21.646605, 3262.0
2024-11-30 12:29:21.758438, 3270.0
2024-11-30 12:29:21.868673, 3275.0
2024-11-30 12:29:21.977691, 3272.0
2024-11-30 12:29:22.086751, 3269.0
2024-11-30 12:29:22.195763, 3258.0
2024-11-30 12:29:22.303552, 3265.0
2024-11-30 12:29:22.413746, 3260.0
2024-11-30 12:29:22.516801, 3274.0
2024-11-30 12:29:22.627003, 3273.0
2024-11-30 12:29:22.739965, 3275.0
2024-11-30 12:29:22.847250, 3271.0
2024-11-30 12:29:22.960495, 3268.0
2024-11-30 12:29:23.071432, 3262.0
2024-11-30 12:29:23.180561, 3262.0
2024-11-30 12:29:23.289495, 3249.0
2024-11-30 12:29:23.399290, 3251.0
2024-11-30 12:29:23.507988, 3259.0
2024-11-30 12:29:23.616232, 3259.0
2024-11-30 12:29:23.725446, 3267.0
2024-11-30 12:29:23.834400, 3266.0
2024-11-30 12:29:23.948438, 3262.0
2024-11-30 12:29:24.057253, 3270.0
2024-11-30 12:29:24.165494, 3249.0
2024-11-30 12:29:24.272913, 3260.0
2024-11-30 12:29:24.378255, 3247.0
2024-11-30 12:29:24.487002, 3249.0
2024-11-30 12:29:24.597370, 3253.0
2024-11-30 12:29:24.705019, 3258.0
2024-11-30 12:29:24.813660, 3267.0
2024-11-30 12:29:24.922542, 3275.0
2024-11-30 12:29:25.037668, 3269.0
2024-11-30 12:29:25.147481, 3253.0
2024-11-30 12:29:25.256285, 3256.0
2024-11-30 12:29:25.368291, 3249.0
2024-11-30 12:29:25.477030, 3252.0
2024-11-30 12:29:25.585523, 3253.0
2024-11-30 12:29:25.693091, 3255.0
2024-11-30 12:29:25.802323, 3261.0
2024-11-30 12:29:25.911121, 3246.0
2024-11-30 12:29:26.023994, 3254.0
2024-11-30 12:29:26.131664, 3255.0
2024-11-30 12:29:26.248186, 3250.0
2024-11-30 12:29:26.356546, 3250.0
2024-11-30 12:29:26.473525, 3255.0
2024-11-30 12:29:26.590351, 3244.0
2024-11-30 12:29:26.698799, 3240.0
2024-11-30 12:29:26.807707, 3246.0
2024-11-30 12:29:26.916979, 3246.0
2024-11-30 12:29:27.023654, 3251.0
2024-11-30 12:29:27.133503, 3256.0
2024-11-30 12:29:27.241331, 3265.0
2024-11-30 12:29:27.350513, 3254.0
2024-11-30 12:29:27.457683, 3260.0
2024-11-30 12:29:27.567690, 3267.0
2024-11-30 12:29:27.674930, 3262.0
2024-11-30 12:29:27.782855, 3260.0
2024-11-30 12:29:27.891099, 3263.0
2024-11-30 12:29:27.999638, 3266.0
2024-11-30 12:29:28.107777, 3257.0
2024-11-30 12:29:28.216130, 3267.0
2024-11-30 12:29:28.323899, 3271.0
2024-11-30 12:29:28.431447, 3273.0
2024-11-30 12:29:28.539652, 3274.0
2024-11-30 12:29:28.648996, 3266.0
2024-11-30 12:29:28.757011, 3261.0
2024-11-30 12:29:28.867039, 3245.0
2024-11-30 12:29:28.975090, 3252.0
2024-11-30 12:29:29.082934, 3253.0
2024-11-30 12:29:29.192055, 3242.0
2024-11-30 12:29:29.300369, 3246.0
2024-11-30 12:29:29.407274, 3247.0
2024-11-30 12:29:29.516032, 3249.0
2024-11-30 12:29:29.625588, 3256.0
2024-11-30 12:29:29.735998, 3255.0
2024-11-30 12:29:29.852165, 3251.0
2024-11-30 12:29:29.958902, 3254.0
2024-11-30 12:29:30.069709, 3251.0
2024-11-30 12:29:30.184355, 3253.0
2024-11-30 12:29:30.291696, 3262.0
2024-11-30 12:29:30.399427, 3255.0
2024-11-30 12:29:30.506237, 3265.0
2024-11-30 12:29:30.613599, 3266.0
2024-11-30 12:29:30.719926, 3254.0
2024-11-30 12:29:30.829764, 3273.0
2024-11-30 12:29:30.936314, 3266.0
2024-11-30 12:29:31.045536, 3270.0
2024-11-30 12:29:31.153079, 3267.0
2024-11-30 12:29:31.260837, 3261.0
2024-11-30 12:29:31.369286, 3261.0
2024-11-30 12:29:31.477990, 3263.0
2024-11-30 12:29:31.588632, 3258.0
2024-11-30 12:29:31.706679, 3257.0
2024-11-30 12:29:31.814653, 3250.0
2024-11-30 12:29:31.923436, 3254.0
2024-11-30 12:29:32.030585, 3253.0
2024-11-30 12:29:32.139769, 3253.0
2024-11-30 12:29:32.247999, 3248.0
2024-11-30 12:29:32.355393, 3255.0
2024-11-30 12:29:32.464740, 3245.0
2024-11-30 12:29:32.572393, 3257.0
2024-11-30 12:29:32.681231, 3254.0
2024-11-30 12:29:32.789116, 3253.0
2024-11-30 12:29:32.897420, 3252.0
2024-11-30 12:29:33.004848, 3249.0
