Sensor Name: ttx_102box
Initial Resistance: 90 ohms
Start Time: 2024-11-04 23:34:14
Time (s), Voltage (V)
107.08, 1.2610
107.18, 1.2561
107.28, 1.2512
107.38, 1.2512
107.48, 1.2512
107.58, 1.2512
107.69, 1.2561
107.78, 1.2512
107.89, 1.2512
107.99, 1.2561
108.09, 1.2561
108.19, 1.2561
108.29, 1.2512
108.40, 1.2512
108.50, 1.2561
108.59, 1.2561
108.70, 1.2757
108.80, 1.2708
108.90, 1.2757
109.00, 1.2708
109.11, 1.2708
109.20, 1.2610
109.30, 1.2561
109.41, 1.2610
109.51, 1.2610
109.61, 1.2561
109.71, 1.2561
109.82, 1.2561
109.92, 1.2561
110.01, 1.2561
110.13, 1.2610
110.22, 1.2561
110.32, 1.2610
110.42, 1.2561
110.52, 1.2561
110.62, 1.2561
110.72, 1.2463
110.83, 1.2463
110.93, 1.2463
111.03, 1.2463
111.14, 1.2463
111.23, 1.2512
111.33, 1.2463
111.43, 1.2512
111.54, 1.2463
111.64, 1.2512
111.75, 1.2512
111.84, 1.2512
111.94, 1.2512
112.05, 1.2512
112.24, 1.2512
112.26, 1.2708
