Sensor Name: ttx_104
Initial Resistance: 90 ohms
Start Time: 2024-11-02 00:58:06
Time (s), Voltage (V)
-1730482187.56, 0.61
-1730482187.38, 0.61
-1730482187.25, 0.61
-1730482187.13, 0.61
-1730482187.01, 0.61
-1730482186.90, 0.61
-1730482186.78, 0.62
-1730482186.67, 0.62
-1730482186.55, 0.63
-1730482186.43, 0.63
-1730482186.32, 0.63
-1730482186.18, 0.63
-1730482186.05, 0.62
-1730482185.93, 0.62
-1730482185.82, 0.62
-1730482185.70, 0.61
-1730482185.58, 0.61
-1730482185.47, 0.61
-1730482185.35, 0.61
-1730482185.23, 0.61
-1730482185.08, 0.62
-1730482184.97, 0.62
-1730482184.85, 0.63
-1730482184.74, 0.63
-1730482184.62, 0.63
-1730482184.50, 0.63
-1730482184.32, 0.63
-1730482184.20, 0.62
-1730482184.09, 0.61
-1730482183.97, 0.61
-1730482183.85, 0.61
-1730482183.74, 0.61
-1730482183.62, 0.61
-1730482183.50, 0.61
-1730482183.39, 0.62
-1730482183.27, 0.62
-1730482183.15, 0.62
-1730482183.04, 0.63
-1730482182.92, 0.63
-1730482182.80, 0.63
-1730482182.69, 0.63
-1730482182.57, 0.62
-1730482182.45, 0.62
-1730482182.34, 0.61
-1730482182.22, 0.61
-1730482182.11, 0.61
-1730482181.97, 0.61
-1730482181.86, 0.61
-1730482181.74, 0.61
-1730482181.62, 0.62
-1730482181.50, 0.61
-1730482181.39, 0.63
-1730482181.27, 0.63
-1730482181.16, 0.63
-1730482181.04, 0.63
-1730482180.92, 0.62
-1730482180.81, 0.62
-1730482180.69, 0.61
-1730482180.57, 0.61
-1730482180.46, 0.60
-1730482180.34, 0.61
-1730482180.22, 0.61
-1730482180.11, 0.61
-1730482179.99, 0.62
-1730482179.87, 0.62
-1730482179.76, 0.62
-1730482179.64, 0.63
-1730482179.52, 0.64
-1730482179.41, 0.63
-1730482179.29, 0.63
-1730482179.16, 0.62
-1730482179.04, 0.62
-1730482178.92, 0.61
-1730482178.81, 0.60
-1730482178.69, 0.61
-1730482178.56, 0.61
-1730482178.44, 0.62
-1730482178.33, 0.62
-1730482178.21, 0.62
-1730482178.09, 0.63
-1730482177.98, 0.63
-1730482177.86, 0.64
-1730482177.74, 0.64
-1730482177.63, 0.76
-1730482177.51, 0.90
-1730482177.39, 0.98
-1730482177.28, 1.03
-1730482177.16, 1.03
-1730482177.04, 1.03
-1730482176.93, 1.04
-1730482176.81, 1.05
-1730482176.69, 1.06
-1730482176.58, 1.07
-1730482176.46, 1.08
-1730482176.34, 1.08
-1730482176.23, 1.09
-1730482176.11, 1.10
-1730482175.99, 1.11
-1730482175.88, 1.10
-1730482175.76, 1.09
-1730482175.64, 1.09
-1730482175.53, 1.10
-1730482175.41, 1.10
-1730482175.29, 1.10
-1730482175.18, 1.10
-1730482175.06, 1.11
-1730482174.95, 1.11
-1730482174.83, 1.10
-1730482174.71, 1.10
-1730482174.60, 1.11
-1730482174.48, 1.12
-1730482174.36, 1.12
-1730482174.25, 1.13
-1730482174.13, 1.11
-1730482174.01, 1.11
-1730482173.90, 1.10
-1730482173.78, 1.09
-1730482173.66, 1.09
-1730482173.55, 1.09
-1730482173.43, 1.09
-1730482173.31, 1.09
-1730482173.20, 1.09
-1730482173.08, 1.10
-1730482172.96, 1.10
-1730482172.85, 1.11
-1730482172.73, 1.11
-1730482172.61, 1.11
-1730482172.50, 1.10
-1730482172.36, 1.10
-1730482172.25, 1.09
-1730482172.13, 1.09
-1730482172.01, 1.09
-1730482171.90, 1.09
-1730482171.78, 1.09
-1730482171.67, 1.09
-1730482171.55, 1.10
-1730482171.43, 1.10
-1730482171.32, 1.10
-1730482171.20, 1.10
-1730482171.08, 1.11
-1730482170.97, 1.11
-1730482170.80, 1.10
-1730482170.68, 1.10
-1730482170.56, 1.10
-1730482170.45, 1.09
-1730482170.33, 1.09
-1730482170.22, 1.09
-1730482170.10, 1.09
-1730482169.98, 1.09
-1730482169.87, 1.09
-1730482169.75, 1.09
-1730482169.63, 1.10
-1730482169.52, 1.10
-1730482169.40, 1.10
-1730482169.28, 1.11
-1730482169.17, 1.10
-1730482169.05, 1.10
-1730482168.93, 1.09
-1730482168.82, 1.09
-1730482168.70, 1.09
-1730482168.58, 1.09
-1730482168.47, 1.09
-1730482168.35, 1.09
-1730482168.23, 1.09
-1730482168.12, 1.09
-1730482168.00, 1.09
-1730482167.89, 1.09
-1730482167.77, 1.10
-1730482167.65, 1.10
-1730482167.53, 1.09
-1730482167.42, 1.10
-1730482167.30, 1.09
-1730482167.18, 1.09
-1730482167.07, 1.09
-1730482166.96, 1.09
-1730482166.84, 1.08
-1730482166.72, 1.09
-1730482166.60, 1.09
-1730482166.49, 1.09
-1730482166.37, 1.09
-1730482166.25, 1.09
-1730482166.14, 1.10
-1730482166.02, 1.10
-1730482165.90, 1.10
-1730482165.79, 1.10
-1730482165.67, 1.09
-1730482165.55, 1.09
-1730482165.44, 1.09
-1730482165.32, 1.09
-1730482165.20, 1.08
-1730482165.09, 1.08
-1730482164.97, 1.09
-1730482164.85, 1.09
-1730482164.74, 1.09
-1730482164.62, 1.09
-1730482164.50, 1.09
-1730482164.39, 1.09
-1730482164.27, 1.10
-1730482164.15, 1.10
-1730482164.04, 1.10
-1730482163.92, 1.09
-1730482163.81, 1.08
-1730482163.69, 1.08
-1730482163.57, 1.08
-1730482163.46, 1.08
-1730482163.34, 1.08
-1730482163.22, 1.09
-1730482163.11, 1.09
-1730482162.99, 1.09
-1730482162.87, 1.09
-1730482162.76, 1.09
-1730482162.64, 1.10
-1730482162.52, 1.10
-1730482162.41, 1.10
-1730482162.29, 1.09
-1730482162.17, 1.09
-1730482162.06, 1.09
-1730482161.94, 1.09
-1730482161.83, 1.08
-1730482161.71, 1.08
-1730482161.59, 1.08
-1730482161.47, 1.08
-1730482161.36, 1.09
-1730482161.24, 1.09
-1730482161.13, 1.09
-1730482161.01, 1.09
-1730482160.89, 1.10
-1730482160.78, 1.10
-1730482160.66, 1.09
-1730482160.54, 1.09
-1730482160.43, 1.09
-1730482160.31, 1.09
-1730482160.19, 1.08
-1730482160.08, 1.08
-1730482159.96, 1.08
-1730482159.84, 1.08
-1730482159.73, 1.08
-1730482159.59, 1.09
-1730482159.48, 1.09
-1730482159.36, 1.09
-1730482159.24, 1.10
-1730482159.13, 1.10
-1730482159.01, 1.09
-1730482158.89, 1.09
-1730482158.78, 1.09
-1730482158.66, 1.08
-1730482158.54, 1.08
-1730482158.43, 1.08
-1730482158.31, 1.08
-1730482158.20, 1.08
-1730482158.08, 1.08
-1730482157.96, 1.09
-1730482157.85, 1.09
-1730482157.73, 1.09
-1730482157.61, 1.10
-1730482157.49, 1.09
-1730482157.38, 1.09
-1730482157.26, 1.09
-1730482157.14, 1.09
-1730482157.03, 1.08
-1730482156.91, 1.07
-1730482156.80, 1.08
-1730482156.68, 1.08
-1730482156.56, 1.08
-1730482156.45, 1.08
-1730482156.33, 1.08
-1730482156.21, 1.09
-1730482156.10, 1.09
-1730482155.98, 1.09
-1730482155.86, 1.09
-1730482155.75, 1.09
-1730482155.63, 1.09
-1730482155.51, 1.09
-1730482155.40, 1.09
-1730482155.28, 1.08
-1730482155.16, 1.07
-1730482155.05, 1.08
-1730482154.93, 1.08
-1730482154.81, 1.08
-1730482154.70, 1.08
-1730482154.58, 1.08
-1730482154.46, 1.09
-1730482154.35, 1.09
-1730482154.23, 1.09
-1730482154.12, 1.09
-1730482154.00, 1.09
-1730482153.88, 1.09
-1730482153.76, 1.08
-1730482153.65, 1.07
-1730482153.53, 1.08
-1730482153.42, 1.08
-1730482153.30, 1.07
-1730482153.18, 1.07
-1730482153.07, 1.08
-1730482152.95, 1.08
-1730482152.83, 1.09
-1730482152.72, 1.09
-1730482152.60, 1.09
-1730482152.48, 1.09
-1730482152.37, 1.09
-1730482152.25, 1.09
-1730482152.13, 1.08
-1730482152.02, 1.08
-1730482151.90, 1.08
-1730482151.78, 1.07
-1730482151.67, 1.08
-1730482151.55, 1.07
-1730482151.43, 1.08
-1730482151.32, 1.08
-1730482151.20, 1.08
-1730482151.09, 1.09
-1730482150.97, 1.09
-1730482150.85, 1.09
-1730482150.74, 1.09
-1730482150.62, 1.09
-1730482150.50, 1.08
-1730482150.39, 1.08
-1730482150.27, 1.08
-1730482150.15, 1.07
-1730482150.04, 1.07
-1730482149.92, 1.07
-1730482149.80, 1.08
-1730482149.69, 1.08
-1730482149.57, 1.08
-1730482149.45, 1.09
-1730482149.34, 1.09
-1730482149.22, 1.09
-1730482149.10, 1.09
-1730482148.99, 1.09
-1730482148.87, 1.08
-1730482148.75, 1.07
-1730482148.64, 1.08
-1730482148.52, 1.07
-1730482148.40, 1.07
-1730482148.25, 1.07
-1730482148.14, 1.07
-1730482148.02, 1.08
-1730482147.90, 1.07
-1730482147.79, 1.08
-1730482147.67, 1.09
-1730482147.55, 1.09
-1730482147.44, 1.09
-1730482147.32, 1.09
-1730482147.20, 1.08
-1730482147.09, 1.08
-1730482146.97, 1.08
-1730482146.86, 1.07
-1730482146.74, 1.07
-1730482146.62, 1.07
-1730482146.51, 1.07
-1730482146.39, 1.07
-1730482146.27, 1.08
-1730482146.16, 1.08
-1730482146.04, 1.08
-1730482145.92, 1.09
-1730482145.81, 1.09
