Time, Voltage
2024-11-30 11:12:09.774509, 383.0
2024-11-30 11:12:09.886343, 575.0
2024-11-30 11:12:10.014909, 766.0
2024-11-30 11:12:10.177570, 957.0
2024-11-30 11:12:10.330492, 1149.0
2024-11-30 11:12:10.456624, 1341.0
2024-11-30 11:12:10.571125, 1532.0
2024-11-30 11:12:10.689455, 1724.0
2024-11-30 11:12:10.798035, 1915.0
2024-11-30 11:12:10.917890, 2106.0
2024-11-30 11:12:11.025360, 2298.0
2024-11-30 11:12:11.127195, 2489.0
2024-11-30 11:12:11.239174, 2680.0
2024-11-30 11:12:11.346269, 2872.0
2024-11-30 11:12:11.459472, 2872.0
2024-11-30 11:12:11.568707, 2872.0
2024-11-30 11:12:11.678772, 2871.0
2024-11-30 11:12:11.792206, 2872.0
2024-11-30 11:12:11.931317, 2871.0
2024-11-30 11:12:12.038904, 2871.0
2024-11-30 11:12:12.147096, 2870.0
2024-11-30 11:12:12.266394, 2870.0
2024-11-30 11:12:12.379092, 2871.0
2024-11-30 11:12:12.485406, 2871.0
2024-11-30 11:12:12.596210, 2873.0
2024-11-30 11:12:12.702207, 2873.0
2024-11-30 11:12:12.806164, 2873.0
2024-11-30 11:12:12.914792, 2873.0
2024-11-30 11:12:13.018916, 2873.0
2024-11-30 11:12:13.136619, 2872.0
2024-11-30 11:12:13.241491, 2871.0
2024-11-30 11:12:13.342437, 2872.0
2024-11-30 11:12:13.456819, 2871.0
2024-11-30 11:12:13.560817, 2871.0
2024-11-30 11:12:13.674978, 2869.0
2024-11-30 11:12:13.788301, 2871.0
2024-11-30 11:12:14.050059, 2872.0
2024-11-30 11:12:14.148559, 2870.0
2024-11-30 11:12:14.257286, 2870.0
2024-11-30 11:12:14.366868, 2868.0
2024-11-30 11:12:14.472794, 2868.0
2024-11-30 11:12:14.601625, 2867.0
2024-11-30 11:12:14.720025, 2868.0
2024-11-30 11:12:14.817983, 2867.0
2024-11-30 11:12:14.927169, 2867.0
2024-11-30 11:12:15.040035, 2867.0
2024-11-30 11:12:15.165424, 2867.0
2024-11-30 11:12:15.274072, 2869.0
2024-11-30 11:12:15.383379, 2868.0
2024-11-30 11:12:15.491655, 2870.0
2024-11-30 11:12:15.598837, 2869.0
2024-11-30 11:12:15.707390, 2868.0
2024-11-30 11:12:15.821068, 2869.0
2024-11-30 11:12:15.944259, 2867.0
2024-11-30 11:12:16.058836, 2867.0
2024-11-30 11:12:16.167659, 2867.0
2024-11-30 11:12:16.285575, 2867.0
2024-11-30 11:12:16.387437, 2866.0
2024-11-30 11:12:16.498866, 2868.0
2024-11-30 11:12:16.604380, 2868.0
2024-11-30 11:12:16.705225, 2867.0
2024-11-30 11:12:16.821152, 2867.0
2024-11-30 11:12:16.932458, 2864.0
2024-11-30 11:12:17.029586, 2866.0
2024-11-30 11:12:17.145504, 2865.0
2024-11-30 11:12:17.269152, 2865.0
2024-11-30 11:12:17.378152, 2865.0
2024-11-30 11:12:17.486612, 2865.0
2024-11-30 11:12:17.591144, 2866.0
2024-11-30 11:12:17.712492, 2867.0
2024-11-30 11:12:17.823700, 2867.0
2024-11-30 11:12:17.935097, 2867.0
2024-11-30 11:12:18.040689, 2867.0
2024-11-30 11:12:18.145609, 2867.0
2024-11-30 11:12:18.254911, 2866.0
2024-11-30 11:12:18.370898, 2867.0
2024-11-30 11:12:18.483392, 2868.0
2024-11-30 11:12:18.589386, 2872.0
2024-11-30 11:12:18.698610, 2871.0
2024-11-30 11:12:18.802083, 2871.0
2024-11-30 11:12:18.917075, 2869.0
2024-11-30 11:12:19.028541, 2870.0
2024-11-30 11:12:19.138778, 2872.0
2024-11-30 11:12:19.247647, 2875.0
2024-11-30 11:12:19.355989, 2874.0
2024-11-30 11:12:19.472420, 2873.0
2024-11-30 11:12:19.583471, 2872.0
2024-11-30 11:12:19.690052, 2875.0
2024-11-30 11:12:19.804488, 2875.0
2024-11-30 11:12:19.919511, 2876.0
2024-11-30 11:12:20.026253, 2877.0
2024-11-30 11:12:20.131374, 2875.0
2024-11-30 11:12:20.238999, 2874.0
2024-11-30 11:12:20.356444, 2874.0
2024-11-30 11:12:20.465852, 2873.0
2024-11-30 11:12:20.578176, 2876.0
2024-11-30 11:12:20.683843, 2875.0
2024-11-30 11:12:20.795614, 2873.0
2024-11-30 11:12:20.902075, 2869.0
2024-11-30 11:12:21.002865, 2868.0
2024-11-30 11:12:21.118307, 2870.0
2024-11-30 11:12:21.228605, 2871.0
2024-11-30 11:12:21.340705, 2870.0
2024-11-30 11:12:21.457690, 2870.0
2024-11-30 11:12:21.576509, 2871.0
2024-11-30 11:12:21.685721, 2870.0
2024-11-30 11:12:21.793932, 2870.0
2024-11-30 11:12:21.904585, 2872.0
2024-11-30 11:12:22.010972, 2870.0
2024-11-30 11:12:22.125900, 2871.0
2024-11-30 11:12:22.250409, 2870.0
2024-11-30 11:12:22.364851, 2870.0
2024-11-30 11:12:22.482325, 2870.0
2024-11-30 11:12:22.586561, 2871.0
2024-11-30 11:12:22.690813, 2872.0
2024-11-30 11:12:22.802317, 2871.0
2024-11-30 11:12:22.917501, 2872.0
2024-11-30 11:12:23.026215, 2870.0
2024-11-30 11:12:23.143052, 2870.0
2024-11-30 11:12:23.257462, 2869.0
2024-11-30 11:12:23.374439, 2870.0
2024-11-30 11:12:23.490967, 2869.0
2024-11-30 11:12:23.607064, 2867.0
2024-11-30 11:12:23.711759, 2869.0
2024-11-30 11:12:23.826242, 2869.0
2024-11-30 11:12:23.940476, 2868.0
2024-11-30 11:12:24.057735, 2869.0
2024-11-30 11:12:24.168191, 2869.0
2024-11-30 11:12:24.275354, 2868.0
2024-11-30 11:12:24.385045, 2868.0
2024-11-30 11:12:24.501676, 2869.0
2024-11-30 11:12:24.609544, 2873.0
2024-11-30 11:12:24.713547, 2872.0
2024-11-30 11:12:24.821489, 2871.0
2024-11-30 11:12:24.932631, 2872.0
2024-11-30 11:12:25.037815, 2869.0
2024-11-30 11:12:25.152201, 2870.0
2024-11-30 11:12:25.276690, 2869.0
2024-11-30 11:12:25.386473, 2869.0
2024-11-30 11:12:25.496645, 2868.0
2024-11-30 11:12:25.601334, 2868.0
2024-11-30 11:12:25.710968, 2869.0
2024-11-30 11:12:25.822260, 2869.0
2024-11-30 11:12:25.938843, 2869.0
2024-11-30 11:12:26.065104, 2870.0
2024-11-30 11:12:26.178061, 2870.0
2024-11-30 11:12:26.282690, 2865.0
2024-11-30 11:12:26.394516, 2867.0
2024-11-30 11:12:26.508168, 2870.0
2024-11-30 11:12:26.620267, 2871.0
2024-11-30 11:12:26.731802, 2873.0
2024-11-30 11:12:26.848351, 2873.0
2024-11-30 11:12:26.964660, 2872.0
2024-11-30 11:12:27.072311, 2872.0
2024-11-30 11:12:27.182607, 2873.0
2024-11-30 11:12:27.290852, 2873.0
2024-11-30 11:12:27.411244, 2873.0
2024-11-30 11:12:27.525776, 2874.0
2024-11-30 11:12:27.631128, 2873.0
2024-11-30 11:12:27.749594, 2873.0
2024-11-30 11:12:27.858182, 2872.0
2024-11-30 11:12:27.975873, 2873.0
2024-11-30 11:12:28.093006, 2872.0
2024-11-30 11:12:28.198830, 2871.0
2024-11-30 11:12:28.323894, 2870.0
2024-11-30 11:12:28.441244, 2870.0
