Sensor Name: ttx104
Initial Resistance: 80 ohms
Start Time: 2024-11-02 00:45:51
Time (s), Voltage (V)
-1730482187.62, 0.24
-1730482187.52, 0.24
-1730482187.42, 0.24
-1730482187.31, 0.25
-1730482187.22, 0.25
-1730482187.11, 0.26
-1730482187.02, 0.26
-1730482186.91, 0.26
-1730482186.81, 0.25
-1730482186.71, 0.24
-1730482186.62, 0.24
-1730482186.51, 0.24
-1730482186.41, 0.24
-1730482186.30, 0.23
-1730482186.20, 0.24
-1730482186.10, 0.24
-1730482186.00, 0.24
-1730482185.90, 0.24
-1730482185.81, 0.25
-1730482185.70, 0.26
-1730482185.60, 0.25
-1730482185.50, 0.25
-1730482185.40, 0.25
-1730482185.30, 0.24
-1730482185.20, 0.24
-1730482185.09, 0.24
-1730482184.99, 0.24
-1730482184.89, 0.23
-1730482184.79, 0.23
-1730482184.69, 0.24
-1730482184.58, 0.24
-1730482184.48, 0.24
-1730482184.38, 0.25
-1730482184.28, 0.26
-1730482184.18, 0.26
-1730482184.08, 0.26
-1730482183.98, 0.25
-1730482183.88, 0.25
-1730482183.78, 0.24
-1730482183.67, 0.24
-1730482183.58, 0.23
-1730482183.47, 0.24
-1730482183.37, 0.23
-1730482183.27, 0.23
-1730482183.17, 0.24
-1730482183.07, 0.24
-1730482182.97, 0.25
-1730482182.87, 0.26
-1730482182.76, 0.26
-1730482182.66, 0.26
-1730482182.56, 0.25
-1730482182.46, 0.25
-1730482182.36, 0.24
-1730482182.26, 0.23
-1730482182.16, 0.23
-1730482182.05, 0.23
-1730482181.96, 0.24
-1730482181.85, 0.23
-1730482181.76, 0.24
-1730482181.65, 0.24
-1730482181.55, 0.25
-1730482181.45, 0.25
-1730482181.35, 0.26
-1730482181.24, 0.26
-1730482181.15, 0.35
-1730482181.04, 0.48
-1730482180.94, 0.60
-1730482180.84, 0.69
-1730482180.74, 0.74
-1730482180.64, 0.77
-1730482180.54, 0.80
-1730482180.44, 0.82
-1730482180.34, 0.83
-1730482180.23, 0.84
-1730482180.13, 0.86
-1730482180.03, 0.87
-1730482179.92, 0.87
-1730482179.83, 0.88
-1730482179.73, 0.87
-1730482179.62, 0.87
-1730482179.53, 0.87
-1730482179.42, 0.86
-1730482179.32, 0.87
-1730482179.22, 0.87
-1730482179.11, 0.87
-1730482179.01, 0.87
-1730482178.92, 0.88
-1730482178.81, 0.89
-1730482178.72, 0.89
-1730482178.61, 0.90
-1730482178.51, 0.91
-1730482178.41, 0.90
-1730482178.31, 0.90
-1730482178.20, 0.89
-1730482178.10, 0.89
-1730482178.00, 0.89
-1730482177.90, 0.89
-1730482177.81, 0.89
-1730482177.70, 0.89
-1730482177.60, 0.90
-1730482177.49, 0.90
-1730482177.39, 0.91
-1730482177.30, 0.92
-1730482177.19, 0.92
-1730482177.09, 0.92
-1730482176.99, 0.92
-1730482176.88, 0.92
-1730482176.79, 0.91
-1730482176.68, 0.91
-1730482176.59, 0.91
-1730482176.48, 0.91
-1730482176.38, 0.91
-1730482176.28, 0.91
-1730482176.18, 0.92
-1730482176.08, 0.92
-1730482175.98, 0.93
-1730482175.88, 0.93
-1730482175.77, 0.93
-1730482175.67, 0.93
-1730482175.57, 0.93
-1730482175.47, 0.93
-1730482175.37, 0.93
-1730482175.26, 0.92
-1730482175.17, 0.92
-1730482175.06, 0.93
-1730482174.96, 0.92
-1730482174.86, 0.92
-1730482174.76, 0.93
-1730482174.66, 0.93
-1730482174.56, 0.94
-1730482174.46, 0.94
-1730482174.36, 0.94
-1730482174.26, 0.95
-1730482174.15, 0.94
-1730482174.05, 0.93
-1730482173.95, 0.93
-1730482173.85, 0.93
-1730482173.75, 0.93
-1730482173.64, 0.92
-1730482173.54, 0.93
-1730482173.45, 0.93
-1730482173.34, 0.94
-1730482173.24, 0.94
-1730482173.14, 0.94
-1730482173.04, 0.95
-1730482172.94, 0.95
-1730482172.83, 0.95
-1730482172.73, 0.94
-1730482172.63, 0.94
-1730482172.53, 0.93
-1730482172.43, 0.93
-1730482172.33, 0.94
-1730482172.23, 0.94
-1730482172.13, 0.94
-1730482172.02, 0.94
-1730482171.92, 0.94
-1730482171.82, 0.95
-1730482171.72, 0.95
-1730482171.62, 0.96
-1730482171.52, 0.96
-1730482171.41, 0.95
-1730482171.31, 0.95
-1730482171.22, 0.94
-1730482171.11, 0.94
-1730482171.01, 0.94
-1730482170.91, 0.93
-1730482170.81, 0.93
-1730482170.71, 0.94
-1730482170.61, 0.94
-1730482170.50, 0.95
-1730482170.40, 0.95
-1730482170.29, 0.95
-1730482170.20, 0.96
-1730482170.10, 0.96
-1730482170.00, 0.95
-1730482169.90, 0.95
-1730482169.80, 0.94
-1730482169.69, 0.94
-1730482169.59, 0.94
-1730482169.49, 0.94
-1730482169.38, 0.94
-1730482169.29, 0.94
-1730482169.19, 0.95
-1730482169.09, 0.95
-1730482168.99, 0.95
-1730482168.88, 0.96
-1730482168.79, 0.96
-1730482168.68, 0.96
-1730482168.58, 0.96
-1730482168.48, 0.95
-1730482168.38, 0.94
-1730482168.27, 0.94
-1730482168.17, 0.94
-1730482168.07, 0.94
-1730482167.97, 0.94
-1730482167.87, 0.94
-1730482167.77, 0.94
-1730482167.67, 0.95
-1730482167.57, 0.96
-1730482167.46, 0.96
-1730482167.36, 0.96
-1730482167.26, 0.96
-1730482167.16, 0.95
-1730482167.06, 0.95
-1730482166.96, 0.94
-1730482166.85, 0.94
-1730482166.76, 0.94
-1730482166.66, 0.94
-1730482166.55, 0.94
-1730482166.45, 0.94
-1730482166.35, 0.95
-1730482166.25, 0.95
-1730482166.15, 0.96
-1730482166.04, 0.96
-1730482165.95, 0.96
-1730482165.84, 0.95
-1730482165.74, 0.95
-1730482165.64, 0.95
-1730482165.54, 0.94
-1730482165.44, 0.94
-1730482165.34, 0.94
-1730482165.23, 0.94
-1730482165.13, 0.94
-1730482165.03, 0.95
-1730482164.93, 0.95
-1730482164.83, 0.96
-1730482164.73, 0.96
-1730482164.62, 0.96
-1730482164.52, 0.96
-1730482164.43, 0.95
-1730482164.33, 0.94
-1730482164.22, 0.94
-1730482164.12, 0.94
-1730482164.02, 0.94
-1730482163.92, 0.94
-1730482163.81, 0.94
-1730482163.72, 0.94
-1730482163.61, 0.95
-1730482163.51, 0.95
-1730482163.41, 0.96
-1730482163.30, 0.96
-1730482163.21, 0.96
-1730482163.11, 0.96
-1730482163.00, 0.95
-1730482162.90, 0.94
-1730482162.80, 0.94
-1730482162.70, 0.94
-1730482162.60, 0.94
-1730482162.50, 0.95
-1730482162.39, 0.95
-1730482162.29, 0.95
-1730482162.19, 0.95
-1730482162.09, 0.96
-1730482161.99, 0.96
-1730482161.89, 0.96
-1730482161.79, 0.96
-1730482161.69, 0.95
-1730482161.59, 0.95
-1730482161.49, 0.94
-1730482161.39, 0.94
-1730482161.29, 0.94
-1730482161.18, 0.94
-1730482161.08, 0.94
-1730482160.97, 0.94
-1730482160.88, 0.95
-1730482160.78, 0.95
-1730482160.68, 0.96
-1730482160.57, 0.96
-1730482160.47, 0.96
-1730482160.37, 0.96
-1730482160.27, 0.95
-1730482160.17, 0.95
-1730482160.07, 0.94
-1730482159.96, 0.94
-1730482159.86, 0.94
-1730482159.76, 0.94
-1730482159.66, 0.94
-1730482159.56, 0.95
-1730482159.46, 0.95
-1730482159.35, 0.95
-1730482159.25, 0.96
-1730482159.15, 0.96
-1730482159.05, 0.96
-1730482158.95, 0.95
-1730482158.85, 0.95
-1730482158.74, 0.95
-1730482158.65, 0.94
-1730482158.55, 0.94
-1730482158.44, 0.94
-1730482158.35, 0.94
-1730482158.24, 0.94
-1730482158.14, 0.94
-1730482158.04, 0.95
-1730482157.94, 0.95
-1730482157.84, 0.95
-1730482157.73, 0.96
-1730482157.63, 0.96
-1730482157.54, 0.95
-1730482157.43, 0.95
-1730482157.32, 0.94
-1730482157.23, 0.94
-1730482157.13, 0.94
-1730482157.02, 0.94
-1730482156.92, 0.94
-1730482156.83, 0.94
-1730482156.73, 0.94
-1730482156.62, 0.95
-1730482156.52, 0.95
-1730482156.42, 0.95
-1730482156.32, 0.95
-1730482156.21, 0.95
-1730482156.11, 0.95
-1730482156.02, 0.94
-1730482155.91, 0.94
-1730482155.81, 0.94
-1730482155.71, 0.94
-1730482155.61, 0.93
-1730482155.51, 0.94
-1730482155.41, 0.94
-1730482155.30, 0.94
-1730482155.20, 0.94
-1730482155.10, 0.95
-1730482154.99, 0.95
-1730482154.89, 0.95
-1730482154.80, 0.95
-1730482154.69, 0.94
-1730482154.59, 0.94
-1730482154.49, 0.93
-1730482154.38, 0.94
-1730482154.28, 0.93
-1730482154.19, 0.94
-1730482154.09, 0.93
-1730482153.98, 0.94
-1730482153.88, 0.94
-1730482153.79, 0.94
-1730482153.68, 0.95
-1730482153.58, 0.95
-1730482153.47, 0.95
-1730482153.38, 0.95
-1730482153.28, 0.94
