Time, Voltage
2024-11-26 17:11:44.480281, 2410.04
2024-11-26 17:11:44.650573, 2410.01
2024-11-26 17:11:44.764592, 2410.30
2024-11-26 17:11:44.897034, 2410.43
2024-11-26 17:11:45.003914, 2410.18
2024-11-26 17:11:45.121881, 2409.82
2024-11-26 17:11:45.235938, 2410.29
2024-11-26 17:11:45.335318, 2410.44
2024-11-26 17:11:45.436684, 2410.50
2024-11-26 17:11:45.549662, 2410.29
2024-11-26 17:11:45.668606, 2410.49
2024-11-26 17:11:45.784430, 2411.31
2024-11-26 17:11:45.897224, 2411.67
2024-11-26 17:11:45.998455, 2412.12
2024-11-26 17:11:46.113599, 2412.60
2024-11-26 17:11:46.231204, 2413.22
2024-11-26 17:11:46.347024, 2413.39
2024-11-26 17:11:46.463940, 2414.01
2024-11-26 17:11:46.582356, 2415.06
2024-11-26 17:11:46.696258, 2416.19
2024-11-26 17:11:46.814686, 2417.80
2024-11-26 17:11:46.932072, 2419.33
2024-11-26 17:11:47.030724, 2420.74
2024-11-26 17:11:47.135004, 2421.90
2024-11-26 17:11:47.251457, 2422.35
2024-11-26 17:11:47.363603, 2422.67
2024-11-26 17:11:47.479391, 2422.98
2024-11-26 17:11:47.598398, 2422.70
2024-11-26 17:11:47.711407, 2422.20
2024-11-26 17:11:47.830742, 2421.74
2024-11-26 17:11:47.946583, 2420.65
2024-11-26 17:11:48.062003, 2419.69
2024-11-26 17:11:48.180933, 2418.69
2024-11-26 17:11:48.295941, 2417.96
2024-11-26 17:11:48.413860, 2417.82
2024-11-26 17:11:48.530761, 2417.76
2024-11-26 17:11:48.645355, 2417.71
2024-11-26 17:11:48.760232, 2418.15
2024-11-26 17:11:48.878751, 2418.54
2024-11-26 17:11:48.996088, 2418.69
2024-11-26 17:11:49.110954, 2419.22
2024-11-26 17:11:49.228012, 2420.58
2024-11-26 17:11:49.344079, 2421.93
2024-11-26 17:11:49.461927, 2423.28
2024-11-26 17:11:49.577811, 2424.21
2024-11-26 17:11:49.694448, 2425.47
2024-11-26 17:11:49.811999, 2426.17
2024-11-26 17:11:49.926789, 2426.35
2024-11-26 17:11:50.043441, 2426.66
2024-11-26 17:11:50.159942, 2426.84
2024-11-26 17:11:50.262565, 2426.71
2024-11-26 17:11:50.378043, 2425.78
2024-11-26 17:11:50.494648, 2424.90
2024-11-26 17:11:50.611141, 2423.92
2024-11-26 17:11:50.727556, 2423.42
2024-11-26 17:11:50.844015, 2422.40
2024-11-26 17:11:50.960964, 2422.02
2024-11-26 17:11:51.077346, 2421.71
2024-11-26 17:11:51.193834, 2420.79
2024-11-26 17:11:51.310270, 2420.76
2024-11-26 17:11:51.427193, 2420.75
2024-11-26 17:11:51.543815, 2420.53
2024-11-26 17:11:51.660963, 2420.06
2024-11-26 17:11:51.776973, 2420.03
2024-11-26 17:11:51.893300, 2419.63
2024-11-26 17:11:52.009611, 2418.95
2024-11-26 17:11:52.125853, 2418.41
2024-11-26 17:11:52.242729, 2418.14
2024-11-26 17:11:52.359283, 2418.23
2024-11-26 17:11:52.475750, 2417.68
2024-11-26 17:11:52.609151, 2417.11
2024-11-26 17:11:52.723816, 2416.80
2024-11-26 17:11:52.842351, 2416.76
2024-11-26 17:11:52.956906, 2416.26
2024-11-26 17:11:53.073628, 2415.95
2024-11-26 17:11:53.191104, 2416.17
2024-11-26 17:11:53.309277, 2416.20
2024-11-26 17:11:53.422788, 2416.12
2024-11-26 17:11:53.541114, 2416.11
2024-11-26 17:11:53.658461, 2416.38
2024-11-26 17:11:53.774311, 2416.76
2024-11-26 17:11:53.890324, 2416.27
2024-11-26 17:11:54.009446, 2416.30
2024-11-26 17:11:54.139799, 2416.47
2024-11-26 17:11:54.257788, 2416.50
2024-11-26 17:11:54.374743, 2416.38
2024-11-26 17:11:54.490743, 2416.72
2024-11-26 17:11:54.609362, 2416.99
2024-11-26 17:11:54.723250, 2417.15
2024-11-26 17:11:54.839696, 2416.75
2024-11-26 17:11:54.956969, 2416.44
2024-11-26 17:11:55.072612, 2416.80
2024-11-26 17:11:55.188060, 2416.60
2024-11-26 17:11:55.305494, 2416.45
2024-11-26 17:11:55.421608, 2416.40
2024-11-26 17:11:55.539629, 2416.34
2024-11-26 17:11:55.654001, 2415.78
2024-11-26 17:11:55.773441, 2415.24
2024-11-26 17:11:55.888398, 2414.71
2024-11-26 17:11:56.003991, 2414.78
2024-11-26 17:11:56.121920, 2414.28
2024-11-26 17:11:56.238185, 2413.48
2024-11-26 17:11:56.355691, 2413.10
2024-11-26 17:11:56.471700, 2411.92
2024-11-26 17:11:56.588730, 2411.00
2024-11-26 17:11:56.705294, 2410.09
2024-11-26 17:11:56.822418, 2409.21
2024-11-26 17:11:56.937416, 2408.58
