Time (s), Sensor Value (ADC)
48.99, 0
49.09, 0
49.19, 0
49.29, 0
49.39, 0
49.49, 0
49.59, 0
49.69, 0
49.79, 0
49.89, 0
49.99, 0
50.09, 0
50.20, 0
50.29, 0
50.39, 0
50.49, 0
50.61, 0
50.69, 0
50.79, 0
50.89, 0
50.99, 0
51.09, 0
51.19, 0
51.29, 0
51.39, 0
51.49, 0
51.59, 0
51.69, 0
51.79, 0
51.89, 0
51.99, 0
52.09, 0
52.19, 0
52.29, 0
52.39, 0
52.49, 0
52.59, 0
52.69, 0
52.79, 0
52.89, 0
52.99, 0
53.09, 0
53.19, 0
53.29, 0
53.39, 0
53.49, 0
53.59, 0
53.69, 0
53.79, 0
53.89, 0
53.99, 0
54.09, 0
54.19, 0
54.29, 0
54.39, 0
54.49, 0
54.59, 0
54.69, 0
54.79, 0
54.89, 0
54.99, 0
55.09, 0
55.19, 0
55.28, 0
55.39, 0
55.49, 0
55.59, 0
55.69, 0
55.78, 0
55.88, 0
55.98, 0
56.08, 0
56.18, 0
56.28, 0
56.38, 0
56.48, 0
56.58, 0
56.68, 0
56.78, 0
56.88, 0
56.98, 0
57.08, 0
57.18, 0
57.28, 0
57.40, 0
57.48, 0
57.58, 0
57.68, 0
57.78, 0
57.88, 0
57.98, 0
58.08, 0
58.18, 0
58.30, 0
58.38, 0
58.48, 0
58.58, 0
58.68, 0
58.78, 0
58.88, 0
58.98, 0
59.08, 0
59.18, 0
59.28, 0
59.38, 0
59.48, 0
59.60, 0
59.68, 0
59.78, 0
59.91, 0
59.98, 0
60.11, 0
60.18, 0
60.28, 0
60.41, 0
60.50, 0
60.58, 0
60.68, 0
60.80, 0
60.90, 0
60.98, 0
61.10, 0
61.20, 0
61.30, 0
61.40, 0
61.50, 0
61.60, 0
61.70, 0
61.80, 0
61.90, 0
62.00, 0
62.10, 0
62.19, 0
62.29, 0
62.40, 0
62.48, 0
62.60, 0
62.70, 0
62.79, 0
62.89, 0
63.00, 0
63.10, 0
63.19, 0
63.29, 0
63.39, 0
63.49, 0
63.59, 2062
63.69, 4095
63.79, 4095
63.89, 4095
63.99, 4095
64.09, 4095
64.19, 4095
64.29, 4095
64.39, 4095
64.51, 4095
64.59, 4095
64.69, 4095
64.79, 4095
64.89, 4095
64.99, 4095
65.09, 4095
65.19, 4095
65.29, 0
65.39, 0
65.49, 0
65.59, 0
65.69, 0
65.81, 0
65.89, 0
65.99, 0
66.09, 0
66.19, 0
66.29, 0
66.39, 0
66.49, 0
66.59, 0
66.69, 4095
66.79, 4095
66.89, 4095
66.99, 4095
67.09, 4095
67.21, 4095
67.31, 4095
67.39, 4095
67.49, 4095
67.59, 4095
67.69, 4095
67.79, 4095
67.89, 4095
67.99, 4095
68.11, 4095
68.19, 4095
68.29, 4095
68.39, 4095
68.49, 4095
68.59, 4095
68.69, 0
68.79, 0
68.89, 0
69.00, 0
69.11, 0
69.19, 0
69.29, 0
69.39, 0
69.49, 0
69.59, 0
69.69, 0
69.79, 0
69.89, 0
69.99, 0
70.09, 0
70.19, 0
70.29, 0
70.39, 0
70.49, 0
70.59, 0
70.69, 0
70.80, 0
70.89, 0
70.99, 4095
71.09, 4095
71.19, 4095
71.29, 4095
71.39, 4095
71.49, 4095
71.59, 4095
71.69, 4095
71.79, 4095
71.89, 4095
71.99, 4095
72.09, 4095
72.19, 0
72.30, 0
72.39, 0
72.49, 0
72.59, 0
72.69, 0
72.79, 0
72.88, 0
72.99, 0
73.08, 0
73.18, 0
73.29, 4095
73.38, 467
73.48, 4095
73.58, 4095
73.68, 4095
73.78, 4095
73.88, 4095
73.98, 0
74.08, 0
74.18, 0
74.28, 0
74.38, 0
74.48, 0
74.58, 0
74.68, 0
74.78, 0
74.88, 0
74.98, 0
75.08, 0
75.18, 0
75.28, 0
75.38, 4095
75.48, 4095
75.58, 4095
75.68, 4095
75.78, 4095
75.88, 0
75.98, 0
76.08, 0
76.18, 0
76.28, 0
76.38, 0
76.48, 0
76.58, 0
76.68, 0
76.78, 0
76.88, 0
76.98, 4095
77.08, 4095
77.18, 4095
77.28, 4095
77.38, 4095
77.48, 4095
77.58, 4095
77.68, 4095
77.78, 4095
77.88, 4095
77.98, 4095
78.08, 4095
78.18, 4095
78.28, 4095
78.41, 4095
78.50, 0
78.58, 0
78.70, 0
78.78, 0
78.90, 0
79.00, 0
79.08, 0
79.20, 0
79.28, 0
79.40, 0
79.50, 0
79.60, 0
79.70, 4095
79.80, 4095
79.88, 4095
80.00, 4095
80.09, 4095
80.18, 4095
80.29, 0
80.40, 0
80.50, 0
80.61, 0
80.71, 0
80.80, 0
80.90, 0
80.99, 0
81.11, 0
81.19, 0
81.29, 0
81.40, 0
81.49, 0
81.61, 0
81.69, 0
81.79, 4095
81.89, 4095
82.00, 4095
82.09, 4095
82.19, 4095
82.29, 0
82.39, 0
82.49, 0
82.59, 0
82.69, 0
82.79, 0
82.89, 4095
82.99, 4095
83.09, 4095
83.19, 1935
83.29, 4095
83.41, 4095
83.51, 4095
83.59, 4095
83.69, 2083
83.79, 0
83.89, 0
83.99, 0
84.09, 0
84.19, 0
84.29, 0
84.39, 0
84.49, 0
84.59, 0
84.71, 4095
84.79, 4095
84.89, 0
84.99, 753
85.09, 4095
85.19, 4095
85.29, 4095
85.39, 0
85.49, 0
85.59, 0
85.69, 0
85.79, 0
85.90, 0
86.01, 0
86.09, 0
86.19, 0
86.29, 4095
86.39, 4095
86.49, 4095
86.59, 4095
86.69, 4095
86.79, 4095
86.89, 0
86.99, 0
87.09, 0
87.19, 0
87.29, 0
87.39, 0
87.49, 0
87.59, 0
87.69, 4095
87.79, 4095
87.89, 4095
87.99, 4095
88.09, 4095
88.19, 4095
88.29, 4095
88.39, 4095
88.49, 4095
88.59, 4095
88.69, 4095
88.79, 0
88.89, 0
88.99, 0
89.09, 0
89.19, 0
89.29, 0
89.39, 0
89.48, 0
89.59, 0
89.70, 0
89.79, 0
89.89, 0
89.99, 0
90.09, 0
90.20, 0
90.30, 0
90.40, 0
90.50, 0
90.59, 0
90.70, 0
90.79, 0
90.89, 0
90.99, 0
91.10, 0
91.18, 0
91.28, 0
91.38, 0
91.48, 0
91.59, 0
91.68, 0
91.78, 0
91.88, 0
91.98, 0
92.08, 0
92.18, 0
92.28, 0
92.38, 0
92.50, 0
92.58, 0
92.68, 0
92.78, 0
92.88, 0
92.98, 0
93.08, 0
93.18, 0
93.28, 0
93.38, 0
93.48, 0
93.60, 0
93.68, 0
93.78, 0
93.88, 0
93.98, 0
94.08, 0
94.18, 0
94.28, 0
94.38, 0
94.48, 0
94.58, 0
94.68, 0
94.80, 0
94.88, 0
94.98, 0
95.08, 0
95.18, 0
95.28, 0
95.38, 0
95.48, 0
95.58, 0
95.68, 0
95.78, 0
95.88, 0
95.98, 0
96.11, 0
96.18, 0
96.28, 0
96.40, 0
96.48, 0
96.60, 0
96.68, 0
96.80, 0
96.88, 0
96.98, 0
97.08, 0
97.19, 0
97.30, 0
97.40, 0
97.48, 0
97.60, 0
97.70, 4095
97.81, 4095
97.90, 4095
98.01, 4095
98.09, 4095
98.19, 4095
98.29, 4095
98.39, 4095
98.49, 4095
98.59, 4095
98.69, 4095
98.79, 4095
98.89, 4095
98.99, 4095
99.09, 4095
99.19, 4095
99.29, 4095
99.39, 4095
99.49, 0
99.59, 0
99.69, 0
99.79, 0
99.89, 0
99.99, 0
100.09, 0
100.19, 0
100.29, 0
100.39, 0
100.49, 0
100.59, 0
100.69, 4095
100.79, 816
100.89, 4095
100.99, 4095
101.09, 1535
101.19, 4095
101.29, 4095
101.39, 4095
101.49, 4095
101.59, 4095
101.69, 0
101.79, 0
101.89, 0
101.99, 0
102.11, 0
102.19, 0
102.31, 0
102.39, 0
102.49, 0
102.59, 0
102.69, 0
102.79, 0
102.89, 0
102.99, 0
103.09, 0
103.19, 0
103.31, 0
103.39, 0
103.51, 0
103.59, 0
103.69, 4095
103.79, 4095
103.89, 0
103.99, 0
104.09, 0
104.19, 0
104.29, 0
104.39, 4095
104.49, 4095
104.59, 4095
104.69, 4095
104.79, 0
104.90, 0
104.99, 0
105.09, 4095
105.19, 4095
105.29, 4095
105.39, 4095
105.49, 4095
105.59, 4095
105.69, 4095
105.79, 4095
105.89, 4095
105.99, 4095
106.09, 4095
106.19, 4095
106.29, 4095
106.39, 4095
106.49, 4095
106.59, 4095
106.69, 0
106.79, 0
106.89, 0
106.99, 4095
107.09, 4095
107.19, 4095
107.30, 4095
107.39, 4095
107.49, 0
107.59, 0
107.69, 0
107.78, 0
107.89, 0
107.98, 0
108.09, 0
108.18, 0
108.30, 4095
108.39, 4095
108.50, 4095
108.59, 4095
108.69, 4095
108.78, 4095
108.89, 4095
109.00, 4095
109.08, 4095
109.19, 4095
109.28, 4095
109.38, 4095
109.48, 4095
109.58, 4095
109.68, 0
109.78, 4095
109.90, 4095
110.00, 4095
110.10, 2014
110.18, 4095
110.28, 4095
110.40, 4095
110.50, 4095
110.58, 4095
110.70, 4095
110.78, 4095
110.88, 1631
111.00, 4095
111.08, 4095
111.18, 2015
111.28, 4095
111.40, 4095
111.50, 4095
111.58, 4095
111.68, 4095
111.78, 4095
111.90, 4095
111.98, 4095
112.10, 191
112.18, 4095
112.28, 4095
112.38, 4095
112.48, 4095
112.58, 4095
112.68, 4095
112.78, 4095
112.88, 4095
112.98, 4095
113.08, 4095
113.18, 4095
113.28, 4095
113.38, 4095
113.50, 4095
113.58, 4095
113.68, 4095
113.81, 4095
113.88, 4095
113.98, 4095
114.11, 4095
114.18, 4095
114.28, 4095
114.38, 4095
114.49, 4095
114.58, 4095
114.70, 4095
114.79, 794
114.88, 0
114.98, 0
115.08, 0
115.19, 0
115.29, 0
115.38, 0
115.49, 0
115.59, 0
115.68, 0
115.79, 0
115.88, 0
115.98, 4095
116.09, 4095
116.19, 4095
116.29, 4095
116.41, 4095
116.48, 4095
116.59, 4095
116.69, 4095
116.79, 4095
116.91, 4095
116.99, 4095
117.09, 4095
117.19, 4095
117.29, 4095
117.39, 4095
117.49, 4095
117.59, 3167
117.69, 4095
117.79, 4095
117.89, 4095
117.99, 4095
118.09, 4095
118.19, 4095
118.31, 4095
118.39, 4095
118.49, 4095
118.61, 4095
118.69, 4095
118.79, 4095
118.89, 4095
118.99, 4095
119.09, 4095
119.21, 4095
119.29, 4095
119.41, 4095
119.51, 0
119.59, 0
119.69, 0
119.79, 0
119.89, 0
119.99, 0
120.09, 0
120.19, 0
120.29, 0
120.39, 0
120.49, 0
120.59, 0
120.69, 0
120.79, 0
120.89, 0
121.00, 0
121.11, 0
121.19, 0
121.29, 0
121.41, 0
121.49, 0
121.59, 0
121.69, 0
121.79, 0
121.89, 0
121.99, 0
122.09, 0
122.19, 0
122.29, 0
122.39, 0
122.49, 0
122.59, 0
122.69, 0
122.79, 0
122.89, 0
122.99, 0
123.09, 0
123.19, 0
123.29, 0
123.39, 0
123.49, 0
123.59, 0
123.69, 0
123.79, 1762
123.89, 1951
123.99, 2033
124.09, 2090
124.20, 2655
124.30, 2933
124.39, 2789
124.49, 2718
124.59, 2946
124.69, 3245
124.79, 3047
124.89, 3492
124.99, 3513
125.09, 3517
125.19, 3511
125.29, 3552
125.39, 3550
125.49, 3579
125.59, 3071
125.69, 3583
125.79, 3814
125.89, 3695
125.99, 3610
126.09, 3603
126.18, 3565
126.29, 3418
126.38, 3474
126.49, 3823
126.58, 3615
126.68, 3647
126.80, 3627
126.88, 3583
126.98, 3630
127.10, 3609
127.18, 3583
127.28, 3638
127.38, 3606
127.48, 2559
127.58, 948
127.70, 694
127.78, 503
127.90, 448
127.98, 403
128.08, 358
128.18, 319
128.28, 298
128.38, 283
128.48, 303
128.58, 263
128.68, 256
128.78, 258
128.88, 364
128.98, 343
129.08, 299
129.18, 291
129.28, 370
129.38, 283
129.48, 288
129.58, 0
129.68, 0
129.78, 0
129.88, 0
129.98, 0
130.08, 0
130.18, 0
130.30, 0
130.38, 0
130.48, 0
130.58, 0
130.69, 0
130.80, 0
130.88, 0
130.98, 0
131.08, 0
131.19, 0
131.28, 0
131.38, 0
131.48, 0
131.58, 0
131.68, 0
131.78, 0
131.88, 0
131.98, 0
132.08, 0
132.18, 0
132.28, 0
132.38, 0
132.48, 0
132.61, 0
132.68, 0
132.78, 0
133.03, 0
