Time (s), Sensor Value (ADC)
0.15, 0
0.19, 0
0.21, 43
0.28, 9
0.32, 24
0.34, 145
0.39, 0
0.50, 0
0.60, 0
0.69, 0
0.80, 0
0.89, 0
0.99, 0
1.09, 126
1.19, 21
1.29, 18
1.39, 0
1.50, 0
1.59, 0
1.69, 0
1.79, 55
1.90, 84
1.99, 0
2.09, 66
2.19, 0
2.28, 177
2.39, 0
2.49, 0
2.59, 0
2.69, 0
2.80, 0
2.88, 0
2.99, 27
3.08, 23
3.19, 0
3.29, 37
3.38, 0
3.50, 0
3.60, 37
3.69, 0
3.78, 16
3.90, 0
3.98, 0
4.09, 0
4.18, 58
4.30, 0
4.40, 0
4.49, 0
4.60, 1
4.70, 0
4.78, 0
4.90, 0
5.00, 0
5.09, 0
5.19, 0
5.30, 0
5.38, 0
5.50, 0
5.60, 0
5.68, 0
5.78, 0
5.90, 0
6.00, 0
6.10, 0
6.20, 0
6.30, 0
6.40, 0
6.50, 0
6.60, 0
6.70, 0
6.80, 0
6.90, 0
7.00, 0
7.11, 0
7.18, 0
7.31, 0
7.39, 0
7.50, 0
7.61, 0
7.70, 0
7.80, 0
7.90, 0
8.01, 0
8.10, 0
8.20, 0
8.30, 0
8.40, 0
8.50, 0
8.59, 0
8.71, 0
8.78, 0
8.90, 0
9.00, 0
9.10, 0
9.20, 0
9.30, 0
9.40, 0
9.49, 0
9.59, 0
9.69, 0
9.79, 0
9.91, 0
10.00, 0
10.10, 0
10.21, 0
10.29, 0
10.41, 0
10.49, 0
10.60, 0
10.69, 0
10.79, 0
10.89, 0
10.99, 0
11.09, 0
11.19, 0
11.29, 0
11.39, 0
11.51, 0
11.61, 0
11.71, 0
11.81, 0
11.89, 0
11.99, 0
12.09, 0
12.19, 0
12.28, 0
12.39, 0
12.49, 0
12.61, 0
12.71, 0
12.81, 0
12.89, 0
12.99, 0
13.09, 0
13.19, 0
13.29, 0
13.39, 0
13.49, 0
13.59, 0
13.69, 0
13.79, 0
13.89, 0
13.99, 0
14.09, 0
14.19, 0
14.29, 0
14.39, 0
14.51, 0
14.59, 0
14.69, 0
14.81, 0
14.89, 0
14.99, 0
15.09, 0
15.19, 0
15.29, 0
15.39, 0
15.49, 0
15.59, 0
15.69, 0
15.79, 0
15.89, 0
15.99, 0
16.09, 0
16.19, 0
16.29, 0
16.39, 0
16.49, 0
16.59, 0
16.69, 0
16.79, 0
16.89, 0
16.99, 0
17.09, 0
17.19, 0
17.29, 0
17.39, 0
17.49, 0
17.60, 0
17.69, 0
17.79, 0
17.89, 0
17.99, 0
18.09, 0
18.20, 0
18.29, 0
18.39, 0
18.49, 0
18.59, 0
18.69, 0
18.79, 0
18.90, 0
18.99, 0
19.09, 0
19.19, 0
19.29, 0
19.38, 0
19.49, 0
19.59, 0
19.68, 0
19.78, 0
19.88, 0
19.99, 0
20.08, 0
20.19, 0
20.28, 0
20.38, 0
20.48, 0
20.58, 0
20.70, 0
20.79, 0
20.88, 0
20.98, 0
21.08, 0
21.18, 0
21.28, 0
21.38, 0
21.48, 0
21.58, 0
21.68, 0
21.78, 0
21.88, 0
21.98, 0
22.08, 0
22.18, 0
22.28, 0
22.38, 0
22.48, 0
22.58, 0
22.68, 0
22.78, 0
22.88, 0
22.98, 0
23.08, 0
23.20, 0
23.28, 0
23.40, 0
23.48, 0
23.58, 0
23.70, 0
23.80, 0
23.88, 0
24.00, 0
24.08, 0
24.20, 0
24.30, 0
24.38, 0
24.50, 0
24.60, 0
24.68, 0
24.81, 0
24.90, 0
25.00, 0
25.10, 0
25.18, 0
25.30, 0
25.40, 0
25.50, 0
25.58, 0
25.70, 0
25.80, 0
25.90, 0
26.00, 0
26.10, 0
26.19, 0
26.30, 0
26.38, 0
26.51, 0
26.60, 0
26.70, 0
26.80, 0
26.91, 0
27.01, 0
27.09, 0
27.21, 0
27.30, 0
27.39, 0
27.49, 4095
27.60, 4095
27.70, 4095
27.80, 4095
27.89, 4095
27.99, 4095
28.09, 4095
28.19, 4095
28.29, 4095
28.40, 4095
28.50, 4095
28.59, 4095
28.69, 4095
28.79, 4095
28.89, 4095
29.01, 4095
29.11, 4095
29.19, 4095
29.29, 4095
29.41, 4095
29.49, 4095
29.59, 4095
29.69, 4095
29.79, 4095
29.91, 4095
30.01, 4095
30.11, 4095
30.21, 4095
30.29, 4095
30.39, 4095
30.51, 4095
30.59, 4095
30.69, 4095
30.79, 4095
30.89, 4095
30.99, 4095
31.09, 4095
31.19, 4095
31.29, 4095
31.39, 4095
31.49, 4095
31.59, 4095
31.69, 4095
31.79, 4095
31.89, 4095
31.99, 2412
32.09, 0
32.19, 0
32.29, 0
32.39, 0
32.49, 0
32.61, 0
32.69, 0
32.79, 0
32.89, 0
32.99, 0
33.09, 0
33.20, 0
33.29, 0
33.39, 0
33.49, 0
33.59, 0
33.69, 0
33.79, 0
33.89, 0
33.99, 0
34.09, 0
34.19, 0
34.29, 0
34.39, 0
34.49, 0
34.59, 0
34.69, 0
34.79, 0
34.89, 0
34.99, 0
35.09, 0
35.20, 0
35.29, 0
35.39, 0
35.49, 0
35.59, 0
35.69, 0
35.79, 0
35.89, 0
35.99, 0
36.09, 0
36.19, 0
36.29, 0
36.39, 0
36.49, 0
36.59, 0
36.69, 0
36.80, 0
36.89, 0
36.99, 0
37.09, 0
37.19, 0
37.29, 0
37.38, 0
37.49, 0
37.58, 0
37.68, 0
37.79, 0
37.88, 0
37.99, 0
38.08, 0
38.18, 0
38.28, 0
38.39, 0
38.48, 0
38.58, 0
38.68, 0
38.78, 0
38.88, 0
38.98, 0
39.08, 0
39.18, 0
39.28, 0
39.38, 0
39.48, 0
39.58, 0
39.68, 4095
39.78, 4095
39.88, 4095
39.98, 4095
40.08, 4095
40.18, 4095
40.28, 4095
40.38, 0
40.48, 0
40.58, 0
40.68, 0
40.78, 0
40.88, 0
40.98, 0
41.08, 0
41.18, 0
41.31, 0
41.38, 0
41.50, 0
41.58, 0
41.68, 0
41.80, 0
41.88, 0
42.00, 0
42.08, 0
42.20, 0
42.28, 0
42.40, 0
42.48, 0
42.61, 0
42.68, 0
42.81, 0
42.90, 0
42.98, 0
43.10, 0
43.20, 0
43.30, 0
43.40, 0
43.50, 0
43.60, 0
43.70, 0
43.78, 0
43.90, 0
44.00, 0
44.10, 4095
44.20, 4095
44.30, 4095
44.40, 4095
44.50, 4095
44.60, 4095
44.70, 4095
44.79, 4095
44.89, 4095
45.00, 4095
45.09, 4095
45.19, 4095
45.29, 4095
45.39, 4095
45.49, 4095
45.59, 4095
45.70, 4095
45.79, 4095
45.89, 4095
45.99, 4095
46.09, 4095
46.19, 4095
46.29, 4095
46.39, 4095
46.49, 4095
46.59, 4095
46.69, 4095
46.79, 4095
46.89, 4095
46.99, 4095
47.09, 4095
47.19, 4095
47.29, 4095
47.39, 4095
47.49, 4095
47.59, 4095
47.69, 4095
47.79, 4095
47.89, 0
47.99, 0
48.09, 0
48.19, 0
48.29, 0
48.39, 0
48.49, 0
48.59, 0
48.69, 0
48.79, 0
48.89, 0
