Sensor Name: ttx_104
Initial Resistance: 80 ohms
Start Time: 2024-11-02 01:03:56
Time (s), Voltage (V)
1.50, 0.7527
1.57, 0.7527
1.67, 0.7576
1.76, 0.7576
1.87, 0.7625
1.98, 0.7674
2.08, 0.7722
2.17, 0.7722
2.28, 0.7722
2.38, 0.7674
2.48, 0.7625
2.58, 0.7527
2.68, 0.7478
2.78, 0.7576
2.88, 0.7478
2.98, 0.7478
3.09, 0.7527
3.19, 0.7576
3.30, 0.7527
3.40, 0.7625
3.50, 0.7674
3.60, 0.7722
3.70, 0.7722
3.80, 0.7722
3.90, 0.7625
4.00, 0.7625
4.10, 0.7527
4.20, 0.7527
4.30, 0.7478
4.41, 0.7478
4.51, 0.7478
4.61, 0.7478
4.71, 0.7576
4.82, 0.7527
4.92, 0.7576
5.02, 0.7674
5.12, 0.7674
5.21, 0.7674
5.32, 0.7722
5.42, 0.7674
5.52, 0.7625
5.62, 0.7527
5.72, 0.7527
5.82, 0.7478
5.93, 0.7478
6.03, 0.7478
6.13, 0.7527
6.23, 0.7576
6.33, 0.7576
6.44, 0.7625
6.53, 0.7576
6.64, 0.7625
6.75, 0.7674
6.85, 0.7674
6.94, 0.7625
7.05, 0.7576
7.14, 0.7576
7.24, 0.7527
7.34, 0.7478
7.45, 0.7527
7.55, 0.7478
7.65, 0.7478
7.80, 0.7478
7.85, 0.7527
7.95, 0.7527
8.05, 0.7625
8.16, 0.7625
8.26, 0.7674
8.37, 0.7674
8.47, 0.7674
8.60, 0.7625
8.67, 0.7576
8.78, 0.7527
8.88, 0.7429
9.00, 0.7429
9.09, 0.7478
9.17, 0.7429
9.28, 0.7478
9.38, 0.7478
9.48, 0.7527
9.57, 0.7576
9.68, 0.7625
9.77, 0.7674
9.89, 0.7674
9.99, 0.7674
10.08, 0.7576
10.19, 0.7576
10.28, 0.7478
10.38, 0.7478
10.49, 0.7429
10.59, 0.7429
10.69, 0.7429
10.79, 0.7478
10.89, 0.7478
10.99, 0.7527
11.09, 0.7576
11.20, 0.7576
11.30, 0.7625
11.42, 0.7722
11.52, 0.7625
11.61, 0.7576
11.70, 0.7576
11.81, 0.7478
11.90, 0.7429
12.01, 0.7429
12.11, 0.7429
12.23, 0.7380
12.31, 0.7429
12.41, 0.7478
12.51, 0.7527
12.61, 0.7527
12.71, 0.7576
12.82, 0.7625
12.92, 0.7625
13.02, 0.7625
13.12, 0.7576
13.23, 0.7576
13.32, 0.7478
13.42, 0.7429
13.52, 0.7429
13.63, 0.7429
13.73, 0.7429
13.83, 0.7429
13.94, 0.7478
14.04, 0.7527
14.13, 0.7527
14.24, 0.7625
14.34, 0.7625
14.44, 0.7625
14.55, 0.7625
14.64, 0.7576
14.74, 0.7527
14.84, 0.7429
14.95, 0.7429
15.04, 0.7429
