Sensor Name: ttx_101
Initial Resistance: 80 ohms
Start Time: 2024-11-01 23:51:08
Time (s), Voltage (V)
-1730482187.61, 2.53
-1730482187.51, 2.51
-1730482187.41, 2.56
-1730482187.30, 2.63
-1730482187.21, 2.59
-1730482187.11, 2.64
-1730482187.00, 2.64
-1730482186.91, 2.69
-1730482186.80, 2.67
-1730482186.70, 2.68
-1730482186.60, 2.70
-1730482186.50, 2.78
-1730482186.40, 2.61
-1730482186.29, 2.61
-1730482186.19, 2.55
-1730482186.09, 2.50
-1730482185.99, 2.53
-1730482185.89, 2.52
-1730482185.79, 2.54
-1730482185.69, 2.62
-1730482185.59, 2.62
-1730482185.48, 2.61
-1730482185.39, 2.63
-1730482185.29, 2.65
-1730482185.18, 2.69
-1730482185.07, 2.69
-1730482184.98, 2.71
-1730482184.88, 2.67
-1730482184.78, 2.63
-1730482184.68, 2.62
-1730482184.57, 2.55
-1730482184.47, 2.51
-1730482184.37, 2.52
-1730482184.27, 2.52
-1730482184.17, 2.53
-1730482184.07, 2.61
-1730482183.97, 2.64
-1730482183.86, 2.65
-1730482183.76, 2.61
-1730482183.66, 2.64
-1730482183.56, 2.67
-1730482183.45, 2.69
-1730482183.36, 2.76
-1730482183.26, 2.75
-1730482183.15, 2.59
-1730482183.05, 2.66
-1730482182.95, 2.55
-1730482182.85, 2.51
-1730482182.74, 2.53
-1730482182.65, 2.53
-1730482182.54, 2.52
-1730482182.44, 2.61
-1730482182.34, 2.61
-1730482182.24, 2.62
-1730482182.14, 2.61
-1730482182.04, 2.65
-1730482181.94, 2.69
-1730482181.84, 2.67
-1730482181.74, 2.75
-1730482181.63, 2.77
-1730482181.54, 2.68
-1730482181.43, 2.61
-1730482181.33, 2.56
-1730482181.23, 2.53
-1730482181.13, 2.50
-1730482181.03, 2.52
-1730482180.92, 2.54
-1730482180.82, 2.62
-1730482180.72, 2.62
-1730482180.62, 2.68
-1730482180.52, 2.63
-1730482180.41, 2.67
-1730482180.31, 2.69
-1730482180.21, 2.68
-1730482180.12, 2.77
-1730482180.01, 2.74
-1730482179.91, 2.63
-1730482179.81, 2.66
-1730482179.71, 2.55
-1730482179.61, 2.51
-1730482179.50, 2.51
-1730482179.40, 2.52
-1730482179.31, 2.52
-1730482179.20, 2.51
-1730482179.10, 2.60
-1730482179.00, 2.68
-1730482178.90, 2.64
-1730482178.79, 2.69
-1730482178.69, 2.67
-1730482178.60, 2.67
-1730482178.49, 2.77
-1730482178.39, 2.70
-1730482178.29, 2.64
-1730482178.19, 2.62
-1730482178.09, 2.53
-1730482177.98, 2.53
-1730482177.88, 2.53
-1730482177.79, 2.52
-1730482177.68, 2.57
-1730482177.58, 2.63
-1730482177.48, 2.65
-1730482177.37, 2.67
-1730482177.27, 2.63
-1730482177.17, 2.68
-1730482177.07, 2.68
